Term,PosScore,NegScore,hindi
inaccuracy,0.0,-0.9,अशुद्धता
viciousness,0.0,-0.9,क्रूरता
unwilling,0.0,-0.9,तैयार नहीं
injustice,0.0,-0.9,अन्याय
sty,0.0,-0.9,जनवरी
importune,0.0,-0.9,मौसम
hum,0.0,-0.9,गुनगुनाहट
declines,0.0,-0.9,गिरावट आती है
deteriorate,0.0,-0.9,बिगड़ना
fatique,0.0,-0.9,fatique
gloomy,0.0,-0.9,उदास
beg,0.0,-0.9,निवेदन करना
domineer,0.0,-0.9,हावी
inappropriate,0.0,-0.9,अनुचित
outlaw,0.0,-0.9,डाकू
irk,0.0,-0.9,दौड़
perilously,0.0,-0.9,खतरनाक
grievances,0.0,-0.9,शिकायतों
shiver,0.0,-0.9,कंपकंपी
tyrant,0.0,-0.9,तानाशाह
idiocies,0.0,-0.9,idiocies
notoriously,0.0,-0.9,कुख्यात
incorrigibly,0.0,-0.9,incorrigibly
rival,0.0,-0.9,प्रतिद्वंद्वी
vibrates,0.0,-0.9,कंपन न
downbeat,0.0,-0.9,downbeat
dismaying,0.0,-0.9,विस्मित
smug,0.0,-0.9,आत्मसंतुष्ट
blinding,0.0,-0.9,चकाचौंध
dissemble,0.0,-0.9,स्वांग रचना
mortified,0.0,-0.9,अपमानित
heedless,0.0,-0.9,असावधान
scandalized,0.0,-0.9,scandalized
disaster,0.0,-0.9,आपदा
hawkish,0.0,-0.9,तेजतर्रार
inveigle,0.0,-0.9,लुभाना
wiles,0.0,-0.9,छल - कपट
overdone,0.0,-0.9,overdone
incomparable,0.0,-0.9,बेमिसाल
foulness,0.0,-0.9,मिट्टी
bumpy,0.0,-0.9,मस्सा
collapse,0.0,-0.9,ढहने
contradictory,0.0,-0.9,असंगत
absence,0.0,-0.9,अनुपस्थिति
implication,0.0,-0.9,निहितार्थ
dwindling,0.0,-0.9,सिकुड़ती
weary,0.0,-0.9,थका
avariciously,0.0,-0.9,avariciously
crashing,0.0,-0.9,क्रैश होने
wretched,0.0,-0.9,मनहूस
protesting,0.0,-0.9,विरोध कर
pathetically,0.0,-0.9,दयनीयता
procrastinate,0.0,-0.9,procrastinate
hairloss,0.0,-0.9,बाल झड़ना
villify,0.0,-0.9,villify
daunting,0.0,-0.9,कठिन
threat,0.0,-0.9,धमकी
inadvisable,0.0,-0.9,बेअदब
halfheartedly,0.0,-0.9,मन मारना
revengeful,0.0,-0.9,प्रतिहिंसक
ruts,0.0,-0.9,ruts
inconsiderately,0.0,-0.9,inconsiderately
aggressive,0.0,-0.9,आक्रामक
slanderously,0.0,-0.9,slanderously
infamy,0.0,-0.9,बदनामी
downturn,0.0,-0.9,मोड़
fevers,0.0,-0.9,बुखार
haughty,0.0,-0.9,घमंडी
anomaly,0.0,-0.9,विसंगति
impoverish,0.0,-0.9,शक्तिहीन करना
inimical,0.0,-0.9,विरोधी
nasty,0.0,-0.9,बुरा
sob,0.0,-0.9,के अंतर्गत
spoilled,0.0,-0.9,spoilled
conspiratorial,0.0,-0.9,षड़यंत्रपूर्ण
crisis,0.0,-0.9,संकट
dismissive,0.0,-0.9,खारिज
arbitrary,0.0,-0.9,मनमाना
recant,0.0,-0.9,अपने को वंचित करना
topple,0.0,-0.9,गिर पड़ना
discord,0.0,-0.9,कलह
brainwash,0.0,-0.9,डिमाग धोना
indoctrination,0.0,-0.9,भावना
grievously,0.0,-0.9,उद्वेग सहित
sloppily,0.0,-0.9,ढीली
tramp,0.0,-0.9,आवारा
obstinately,0.0,-0.9,हठपूर्वक
succumb,0.0,-0.9,शिकार
unrelentingly,0.0,-0.9,unrelentingly
strenuous,0.0,-0.9,ज़ोरदार
water-down,0.0,-0.9,हल्का करना
dissapointed,0.0,-0.9,dissapointed
scummy,0.0,-0.9,झागदार
skeptic,0.0,-0.9,संदेहवादी
aches,0.0,-0.9,दर्द
fleer,0.0,-0.9,हांसी
insatiable,0.0,-0.9,लालची
tumultuous,0.0,-0.9,उतार-चढ़ाव भरे
falsify,0.0,-0.9,कपट करना
turbulent,0.0,-0.9,अशांत
uneasy,0.0,-0.9,बेचैन
instigator,0.0,-0.9,भड़कानेवाला व्यक्ति
jeer,0.0,-0.9,बार
lousy,0.0,-0.9,घटिया
sickly,0.0,-0.9,बीमार
symptoms,0.0,-0.9,लक्षण
despondent,0.0,-0.9,हताश
inoperable,0.0,-0.9,बेकार
lecherous,0.0,-0.9,भ्रष्टाचरण
compulsive,0.0,-0.9,अनिवार्य
disgust,0.0,-0.9,घृणा
regreted,0.0,-0.9,regreted
stalls,0.0,-0.9,स्टालों
unacceptablely,0.0,-0.9,unacceptablely
rattled,0.0,-0.9,परेशान
ostracize,0.0,-0.9,समाज से बाहर निकालना
swelling,0.0,-0.9,सूजन
impulsively,0.0,-0.9,लालसे से
pains,0.0,-0.9,दर्द
squeaky,0.0,-0.9,चीख़ का
wretch,0.0,-0.9,नीच
polluters,0.0,-0.9,प्रदूषक
depressing,0.0,-0.9,दबाकर
upheaval,0.0,-0.9,उथल-पुथल
undercut,0.0,-0.9,काटकर अलग कर देना
uproar,0.0,-0.9,कोलाहल
bulkier,0.0,-0.9,bulkier
impose,0.0,-0.9,थोपना
overplay,0.0,-0.9,overplay
guiltily,0.0,-0.9,दोषी रूप से
nightmare,0.0,-0.9,बुरा सपना
confront,0.0,-0.9,सामना
malevolence,0.0,-0.9,द्वेष
disdainful,0.0,-0.9,हेय
midget,0.0,-0.9,बौना
allegations,0.0,-0.9,आरोपों
bellicose,0.0,-0.9,लड़ाकू
hissing,0.0,-0.9,ताली बजाते रहेंगे
disruptive,0.0,-0.9,हानिकारक
emphatically,0.0,-0.9,प्रभाव से
imprecision,0.0,-0.9,अस्पष्टता
brat,0.0,-0.9,बव्वा
immorally,0.0,-0.9,अनैतिक
conservative,0.0,-0.9,अपरिवर्तनवादी
concerned,0.0,-0.9,चिंतित
devastates,0.0,-0.9,devastates
limitation,0.0,-0.9,सीमा
poverty,0.0,-0.9,दरिद्रता
expired,0.0,-0.9,समय सीमा समाप्त
dishonorable,0.0,-0.9,नीच
controversy,0.0,-0.9,विवाद
slog,0.0,-0.9,हराना
atrocity,0.0,-0.9,क्रूरता
dislocated,0.0,-0.9,उखड़
belligerent,0.0,-0.9,युद्धरत
insouciance,0.0,-0.9,लापरवाह
sidetracked,0.0,-0.9,sidetracked
embroil,0.0,-0.9,उलझाना
ill-mannered,0.0,-0.9,अशिष्ट
insolence,0.0,-0.9,बदतमीजी
tumbles,0.0,-0.9,tumbles
worthlessness,0.0,-0.9,नाकाबिल
flighty,0.0,-0.9,चंचल
quibbles,0.0,-0.9,quibbles
runaway,0.0,-0.9,भाग जाओ
servitude,0.0,-0.9,भृत्यभाव
chatterbox,0.0,-0.9,गप्पी
miserable,0.0,-0.9,दुखी
tacky,0.0,-0.9,चिपचिपा
malignant,0.0,-0.9,घातक
rebellious,0.0,-0.9,बाग़ी
subdued,0.0,-0.9,मातहत
fanatic,0.0,-0.9,कट्टर
stole,0.0,-0.9,चुरा लिया
ail,0.0,-0.9,फिर से
drop-out,0.0,-0.9,ड्रॉप आउट
misjudgment,0.0,-0.9,अशुद्ध विचार
garish,0.0,-0.9,भड़कीला
inessential,0.0,-0.9,नगण्य
regrettable,0.0,-0.9,पछतावा करने योग्य
bitch,0.0,-0.9,कुतिया
blaspheme,0.0,-0.9,निन्दा
obscenely,0.0,-0.9,अश्लीलतापूर्वक
faltered,0.0,-0.9,कमजोर पड़
quitter,0.0,-0.9,चले जाना
rife,0.0,-0.9,व्याप्त
disgracefully,0.0,-0.9,निरादरपूर्वक
exagerated,0.0,-0.9,अतिशयोक्तिपूर्ण
reluctantly,0.0,-0.9,अनिच्छा से
blasphemous,0.0,-0.9,तिरस्कारी
hedonistic,0.0,-0.9,सुखवादी
contradiction,0.0,-0.9,अंतर्विरोध
astray,0.0,-0.9,गुमराह
rail,0.0,-0.9,रेल
goon,0.0,-0.9,जारी रखें
regrettably,0.0,-0.9,खेद
smudged,0.0,-0.9,धुंधले
spitefulness,0.0,-0.9,spitefulness
blister,0.0,-0.9,छाला
chasten,0.0,-0.9,दंड देना
disapointed,0.0,-0.9,disapointed
disillusioned,0.0,-0.9,मोहभंग
flat-out,0.0,-0.9,शीघ्रता से
murderer,0.0,-0.9,मार डालनेवाला
ridiculously,0.0,-0.9,हास्यास्पद
hatred,0.0,-0.9,घृणा
threatening,0.0,-0.9,धमकी
lags,0.0,-0.9,अंतराल
raving,0.0,-0.9,दीवाना
top-heavy,0.0,-0.9,ढिलमिल
abnormal,0.0,-0.9,असामान्य
unfounded,0.0,-0.9,निराधार
uncomfy,0.0,-0.9,uncomfy
spilling,0.0,-0.9,spilling
hothead,0.0,-0.9,क्रोधी
donside,0.0,-0.9,donside
wince,0.0,-0.9,झिझक
cruelness,0.0,-0.9,cruelness
apprehension,0.0,-0.9,डर
smudges,0.0,-0.9,धब्बे
impedance,0.0,-0.9,मुक़ाबला
coerce,0.0,-0.9,मजबूर करना
deviously,0.0,-0.9,deviously
inept,0.0,-0.9,अयोग्य
bashing,0.0,-0.9,कोसने
rash,0.0,-0.9,जल्दबाज
glut,0.0,-0.9,भरमार
vestiges,0.0,-0.9,बाकी है
concerns,0.0,-0.9,चिंताओं
contentious,0.0,-0.9,विवादास्पद
conspirator,0.0,-0.9,षड्यंत्रकारी
glibly,0.0,-0.9,चिकनाई से
shrew,0.0,-0.9,कर्कशा
illegal,0.0,-0.9,अवैध
incredulously,0.0,-0.9,incredulously
viper,0.0,-0.9,नाग
obscenity,0.0,-0.9,बेहूदापन
antiquated,0.0,-0.9,प्राचीन
reluctant,0.0,-0.9,अनिच्छुक
quash,0.0,-0.9,मिटा देना
murder,0.0,-0.9,हत्या
powerless,0.0,-0.9,शक्तिहीन
fascism,0.0,-0.9,फ़ैसिस्टवाद
timidness,0.0,-0.9,Timidness
regression,0.0,-0.9,वापसी
vibration,0.0,-0.9,कंपन
miff,0.0,-0.9,मनमुटाव
inequalities,0.0,-0.9,असमानताओं
showdown,0.0,-0.9,तसलीम
bombardment,0.0,-0.9,बमबारी
startle,0.0,-0.9,डराना
vengeance,0.0,-0.9,प्रतिशोध
creeping,0.0,-0.9,धीरे-धीरे
stymied,0.0,-0.9,stymied
insults,0.0,-0.9,अपमान
zealously,0.0,-0.9,उत्साह से
impeach,0.0,-0.9,महाभियोग चलाने
violent,0.0,-0.9,हिंसा करनेवाला
protests,0.0,-0.9,विरोध प्रदर्शन
savagery,0.0,-0.9,क्रूरता
anti-,0.0,-0.9,विरोधी
cheaply,0.0,-0.9,सस्ते में
glib,0.0,-0.9,फिसलनदार
insurmountable,0.0,-0.9,दुर्गम
agonize,0.0,-0.9,तड़पना
fruitlessly,0.0,-0.9,बेकारी
stiflingly,0.0,-0.9,stiflingly
hardship,0.0,-0.9,कष्ट
wasted,0.0,-0.9,बर्बाद
inconveniently,0.0,-0.9,बेढंगेपन
divisively,0.0,-0.9,divisively
writhe,0.0,-0.9,उमेठना
anti-us,0.0,-0.9,विरोधी हमें
gallingly,0.0,-0.9,gallingly
inconceivably,0.0,-0.9,कल्पनातीत
grouchy,0.0,-0.9,grouchy
crooks,0.0,-0.9,बदमाशों
insolent,0.0,-0.9,ढीठ
wound,0.0,-0.9,घाव
conflict,0.0,-0.9,संघर्ष
unprove,0.0,-0.9,unprove
flaunt,0.0,-0.9,इठलाना
miser,0.0,-0.9,शर्त
two-faced,0.0,-0.9,दोमुंहा
mocked,0.0,-0.9,मज़ाक उड़ाया
inordinate,0.0,-0.9,असामान्य
panick,0.0,-0.9,panick
smell,0.0,-0.9,गंध
thoughtless,0.0,-0.9,अल्हड़
indecently,0.0,-0.9,अशिष्टता से
craftly,0.0,-0.9,craftly
rot,0.0,-0.9,लाल
stuffy,0.0,-0.9,उबाऊ
infidels,0.0,-0.9,काफिरों
inhuman,0.0,-0.9,अमानवीय
despair,0.0,-0.9,निराशा
dubitable,0.0,-0.9,dubitable
explode,0.0,-0.9,विस्फोट
objectionable,0.0,-0.9,आपत्तिजनक
crass,0.0,-0.9,मूर्ख
hallucinate,0.0,-0.9,भ्रांत करना
failure,0.0,-0.9,असफलता
fumes,0.0,-0.9,धुएं
warily,0.0,-0.9,एहतियात से
displeased,0.0,-0.9,अप्रसन्न
shortsighted,0.0,-0.9,अदूरदर्शा
unspeakablely,0.0,-0.9,unspeakablely
uncompromising,0.0,-0.9,सीधा
distastefully,0.0,-0.9,distastefully
liability,0.0,-0.9,देयता
raked,0.0,-0.9,लगाये
barren,0.0,-0.9,बंजर
presumptuously,0.0,-0.9,अभिमान
burning,0.0,-0.9,जलता हुआ
stranger,0.0,-0.9,अजनबी
anxiety,0.0,-0.9,चिंता
craziness,0.0,-0.9,सिड़
mispronounces,0.0,-0.9,mispronounces
pollute,0.0,-0.9,नापाक
devastating,0.0,-0.9,विनाशकारी
dropout,0.0,-0.9,ड्रॉप आउट
rampage,0.0,-0.9,हिसात्मक आचरण
bereavement,0.0,-0.9,वियोग
suffering,0.0,-0.9,पीड़ा
killjoy,0.0,-0.9,killjoy
hatefulness,0.0,-0.9,hatefulness
overpriced,0.0,-0.9,अधिक
senseless,0.0,-0.9,बेहोश
shemale,0.0,-0.9,किन्नर
capitulate,0.0,-0.9,शर्त पर हथियार डाल देना
flaw,0.0,-0.9,दोष
imbroglio,0.0,-0.9,उलझन
boil,0.0,-0.9,फोड़ा
sleazy,0.0,-0.9,निर्बल
morbid,0.0,-0.9,रोगी
disrespecting,0.0,-0.9,अपमान
superficiality,0.0,-0.9,अल्पज्ञता
obsolete,0.0,-0.9,अप्रचलित
disreputable,0.0,-0.9,जर्जर
enrage,0.0,-0.9,क्रुद्ध
wreak,0.0,-0.9,बरपा
revert,0.0,-0.9,वापस लाएं
overacted,0.0,-0.9,बढ़-
letch,0.0,-0.9,Letch
torturous,0.0,-0.9,दर्दनाक
droop,0.0,-0.9,सूखना
suffered,0.0,-0.9,का सामना करना पड़ा
reviled,0.0,-0.9,गाली
delirious,0.0,-0.9,भ्रांतचित्त
aspersions,0.0,-0.9,आक्षेप
foolishness,0.0,-0.9,मूर्खता
ailment,0.0,-0.9,रोग
deceitful,0.0,-0.9,छल से
exasperating,0.0,-0.9,नागवार
frighten,0.0,-0.9,डराना
grieve,0.0,-0.9,शोक
convoluted,0.0,-0.9,जटिल
restlessness,0.0,-0.9,बेचैनी
reticent,0.0,-0.9,मौन रहने वाला
disavowal,0.0,-0.9,इनकार
unjustifiably,0.0,-0.9,अनावश्यक रूप से
infested,0.0,-0.9,पीड़ित
inordinately,0.0,-0.9,उसके पकने
decadence,0.0,-0.9,पतन
excessive,0.0,-0.9,अत्यधिक
dope,0.0,-0.9,नशा
exacerbate,0.0,-0.9,ख़राब करना
forebodingly,0.0,-0.9,forebodingly
pretentious,0.0,-0.9,मिथ्याभिमानी
thirst,0.0,-0.9,प्यास
goofy,0.0,-0.9,नासमझ
uproot,0.0,-0.9,जड़ से उखाड़ना
war-like,0.0,-0.9,युद्ध की तरह
despise,0.0,-0.9,घृणा
rascal,0.0,-0.9,दुष्ट
tangled,0.0,-0.9,टैंगल्ड
shrivel,0.0,-0.9,सूखना
toll,0.0,-0.9,टोल
pedantic,0.0,-0.9,पंडिताऊ
criticized,0.0,-0.9,आलोचना की
agonies,0.0,-0.9,agonies
plotters,0.0,-0.9,षड्यंत्रकारियों
undid,0.0,-0.9,पूर्ववत
darkness,0.0,-0.9,अंधेरा
slogged,0.0,-0.9,कड़ी मेहनत
dump,0.0,-0.9,ढेर
laconic,0.0,-0.9,संक्षिप्त
gainsay,0.0,-0.9,विरोध करना
dodgey,0.0,-0.9,dodgey
blockhead,0.0,-0.9,मूर्ख
fathomless,0.0,-0.9,अगाध
overpaid,0.0,-0.9,overpaid
perversely,0.0,-0.9,विकृत
measly,0.0,-0.9,छोटा
disobey,0.0,-0.9,अवज्ञा
doddering,0.0,-0.9,थरथरानेवाला
exhorbitant,0.0,-0.9,exhorbitant
racist,0.0,-0.9,जातिवाद
cruelly,0.0,-0.9,निर्दयतापूर्वक
gimmicking,0.0,-0.9,gimmicking
irresponsibly,0.0,-0.9,गैर जिम्मेदाराना
indignant,0.0,-0.9,क्रोधित
imbalance,0.0,-0.9,असंतुलन
sadden,0.0,-0.9,काला बनाना
despondently,0.0,-0.9,मायूसी से
bleak,0.0,-0.9,बेरंग
appall,0.0,-0.9,धमकी देना
critic,0.0,-0.9,आलोचक
disquieting,0.0,-0.9,बेचैन
lag,0.0,-0.9,कानून
oddly,0.0,-0.9,विचित्र रूप से
gabble,0.0,-0.9,बड़बड़ाना
embarrassing,0.0,-0.9,शर्मनाक
mindless,0.0,-0.9,नासमझ
self-criticism,0.0,-0.9,आत्म-आलोचना
unproving,0.0,-0.9,unproving
reluctance,0.0,-0.9,अनिच्छा
subjected,0.0,-0.9,अधीन
bewilderment,0.0,-0.9,घबराहट
stubbornly,0.0,-0.9,हठ
squander,0.0,-0.9,गंवाना
anemic,0.0,-0.9,रक्तहीनता से पीड़ित
inferiority,0.0,-0.9,हीनता
travesties,0.0,-0.9,travesties
contention,0.0,-0.9,विवाद
profane,0.0,-0.9,अपवित्र
invasive,0.0,-0.9,इनवेसिव
cursed,0.0,-0.9,शापित
strained,0.0,-0.9,तनावपूर्ण
low-rated,0.0,-0.9,कम रेटेड
dirtbag,0.0,-0.9,dirtbag
contemptuously,0.0,-0.9,नफ़रत से
denunciate,0.0,-0.9,की सूचना दी
lurk,0.0,-0.9,घात में रहना
fractious,0.0,-0.9,झगड़ालू
obliterate,0.0,-0.9,काटना
phobic,0.0,-0.9,भयग्रस्त
banalize,0.0,-0.9,मामूली बात बोलना
complex,0.0,-0.9,जटिल
pugnacity,0.0,-0.9,कलह की इच्छा
hasseling,0.0,-0.9,hasseling
throb,0.0,-0.9,धड़कन
snare,0.0,-0.9,जाल
anti-semites,0.0,-0.9,यहूदी विरोधी
blindingly,0.0,-0.9,blindingly
chagrin,0.0,-0.9,शोक
aggravation,0.0,-0.9,उत्तेजना
hindrance,0.0,-0.9,बाधा
dispensable,0.0,-0.9,नगण्य
inculcate,0.0,-0.9,मन में बैठाना
hysteric,0.0,-0.9,hysteric
mock,0.0,-0.9,दिखावटी
ineligible,0.0,-0.9,अनुचित
