Term,PosScore,NegScore,Oriya
oasis,0.9,0.0,ଓସିସ୍
poised,0.9,0.0,ପ୍ରସ୍ତୁତ
kid-friendly,0.9,0.0,ଶିଶୁ ଅନୁକୁଳ
harmonize,0.9,0.0,ସୁସଂଗଠିତ କର |
vigilant,0.9,0.0,ସଜାଗ
outwit,0.9,0.0,outwit
adoringly,0.9,0.0,ଆଦର ସହିତ |
quieter,0.9,0.0,ଶାନ୍ତ
fondly,0.9,0.0,ସ୍ନେହରେ
instructive,0.9,0.0,ଶିକ୍ଷଣୀୟ |
complemented,0.9,0.0,ସଂପନ୍ନ
all-around,0.9,0.0,ଚାରିଆଡେ |
hallmarks,0.9,0.0,ହଲମାର୍କ
soundness,0.9,0.0,ସୁସ୍ଥତା
dashing,0.9,0.0,ଦାଶ
overtaken,0.9,0.0,ଅତିକ୍ରମ କଲା |
grace,0.9,0.0,ଅନୁଗ୍ରହ
advocate,0.9,0.0,ଓକିଲ
fanfare,0.9,0.0,ପ୍ରଶଂସକ
jubilantly,0.9,0.0,ଆନନ୍ଦରେ
praising,0.9,0.0,ପ୍ରଶଂସା
tops,0.9,0.0,ଶୀର୍ଷଗୁଡିକ |
succeeds,0.9,0.0,ସଫଳ ହୁଏ |
astonished,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
danken,0.9,0.0,ଧନ୍ୟବାଦ
affection,0.9,0.0,ସ୍ନେହ
geeky,0.9,0.0,ଜିଓ
hot,0.9,0.0,ଗରମ
advantageous,0.9,0.0,ଲାଭଦାୟକ
improve,0.9,0.0,ଉନ୍ନତି କର |
sweetheart,0.9,0.0,ପ୍ରିୟା
eloquence,0.9,0.0,ବାକ୍ୟ
audibly,0.9,0.0,ଶ୍ରବଣ ଭାବରେ |
charmingly,0.9,0.0,ଚିତ୍ତାକର୍ଷକ
incredibly,0.9,0.0,ଅବିଶ୍ୱସନୀୟ ଭାବରେ |
solicitous,0.9,0.0,ଅନୁରୋଧ
well-made,0.9,0.0,ସୁସଜ୍ଜିତ |
logical,0.9,0.0,ଯୁକ୍ତିଯୁକ୍ତ
zeal,0.9,0.0,ଉତ୍ସାହ
thoughtfully,0.9,0.0,ଚିନ୍ତାରେ |
solid,0.9,0.0,କଠିନ
deference,0.9,0.0,ସମ୍ମାନ
intuitive,0.9,0.0,ଅନ୍ତର୍ନିହିତ
punctual,0.9,0.0,ସମୟାନୁବର୍ତ୍ତୀ |
hallmark,0.9,0.0,ହଲମାର୍କ
redeeming,0.9,0.0,ମୁକ୍ତି
safe,0.9,0.0,ସୁରକ୍ଷିତ
excallent,0.9,0.0,ଉତ୍କୃଷ୍ଟ
fortune,0.9,0.0,ଭାଗ୍ୟ
grin,0.9,0.0,ଚିତ୍କାର
awesomeness,0.9,0.0,ଅଦ୍ଭୁତତା |
succeeded,0.9,0.0,ସଫଳ ହେଲା |
beckons,0.9,0.0,ବେକନ୍
pamperedly,0.9,0.0,ଅସ୍ପଷ୍ଟ
appreciative,0.9,0.0,କୃତଜ୍ଞ
thrilled,0.9,0.0,ଆନନ୍ଦିତ
loyal,0.9,0.0,ବିଶ୍ୱସ୍ତ
adventurous,0.9,0.0,ଦୁ vent ସାହସିକ
booming,0.9,0.0,ବ oming ିବା
renown,0.9,0.0,ପ୍ରସିଦ୍ଧ
dote,0.9,0.0,ଯ ry ତୁକ
reformed,0.9,0.0,ସଂସ୍କାର
excellently,0.9,0.0,ଉତ୍କୃଷ୍ଟ
fresh,0.9,0.0,ସତେଜ
exceedingly,0.9,0.0,ଅତ୍ୟଧିକ
undisputable,0.9,0.0,ଅବିସ୍ମରଣୀୟ |
distinctive,0.9,0.0,ପୃଥକ
hale,0.9,0.0,ହେଲ
gloriously,0.9,0.0,ଗ glor ରବମୟ
elan,0.9,0.0,ଘୋଷଣା
stylized,0.9,0.0,ଷ୍ଟାଇଲାଇଜଡ୍
sweeten,0.9,0.0,ମିଠା
alluring,0.9,0.0,ଲୋଭନୀୟ |
fecilitous,0.9,0.0,ଅନୁକୂଳ
overtaking,0.9,0.0,ଅତିକ୍ରମ କରିବା |
saver,0.9,0.0,ସଞ୍ଚୟକାରୀ |
ftw,0.9,0.0,ftw
laudable,0.9,0.0,ପ୍ରଶଂସନୀୟ
euphoric,0.9,0.0,ଇଫୋରିକ୍ |
impartially,0.9,0.0,ନିରପେକ୍ଷ ଭାବରେ |
lifesaver,0.9,0.0,ଜୀବନ ରକ୍ଷାକାରୀ
simplest,0.9,0.0,ସରଳ
excellency,0.9,0.0,ଉତ୍କର୍ଷ
agility,0.9,0.0,ଚତୁରତା
blessing,0.9,0.0,ଆଶୀର୍ବାଦ
winnable,0.9,0.0,winnable
fair,0.9,0.0,ମେଳା
monumentally,0.9,0.0,ସ୍ମାରକୀ
felicity,0.9,0.0,ଖୁସି
hottest,0.9,0.0,ଉତ୍ତପ୍ତ
courtly,0.9,0.0,ସ court ଜନ୍ୟ
headway,0.9,0.0,ହେଡୱେ
bonuses,0.9,0.0,ବୋନସ୍
best-known,0.9,0.0,ଜଣାଶୁଣା
significant,0.9,0.0,ଉଲ୍ଲେଖନୀୟ
smoothes,0.9,0.0,ସଫାସୁତୁରା |
prettily,0.9,0.0,ସୁନ୍ଦର ଭାବରେ
affinity,0.9,0.0,ସ୍ନେହ
meaningful,0.9,0.0,ଅର୍ଥପୂର୍ଣ୍ଣ
prosperous,0.9,0.0,ସମୃଦ୍ଧ
ambitiously,0.9,0.0,ଉଚ୍ଚାଭିଳାଷୀ |
versatility,0.9,0.0,ବହୁମୁଖୀତା |
lawfully,0.9,0.0,ଆଇନଗତ ଭାବରେ |
resourceful,0.9,0.0,ସମ୍ବଳ
endearing,0.9,0.0,ସ୍ନେହପୂର୍ଣ୍ଣ
felicitate,0.9,0.0,ଶୁଭକାମନା
heartily,0.9,0.0,ହୃଦୟ ସହିତ
admire,0.9,0.0,ପ୍ରଶଂସା କର |
suffices,0.9,0.0,ଯଥେଷ୍ଟ |
aspirations,0.9,0.0,ଆକାଂକ୍ଷା
infallibility,0.9,0.0,ଅସମ୍ପୂର୍ଣ୍ଣତା |
surpass,0.9,0.0,ଅତିକ୍ରମ
delicious,0.9,0.0,ସ୍ୱାଦିଷ୍ଟ |
complimentary,0.9,0.0,ପ୍ରଶଂସା
novelty,0.9,0.0,ନୂତନତା |
coherence,0.9,0.0,ସମନ୍ୱୟ
subsidized,0.9,0.0,ସବସିଡି
surreal,0.9,0.0,ସରପ୍ରାଇଜ୍ |
spiritual,0.9,0.0,ଆଧ୍ୟାତ୍ମିକ
grandeur,0.9,0.0,ମହାନତା
improving,0.9,0.0,ଉନ୍ନତି
goodness,0.9,0.0,ଉତ୍ତମତା
bonus,0.9,0.0,ବୋନସ୍
amusing,0.9,0.0,ମଜାଳିଆ
confident,0.9,0.0,ଆତ୍ମବିଶ୍ୱାସୀ |
felicitous,0.9,0.0,ଖୁସି
compactly,0.9,0.0,କମ୍ପାକ୍ଟ ଭାବରେ |
trivially,0.9,0.0,ତୁଚ୍ଛ
achievable,0.9,0.0,ହାସଲ ଯୋଗ୍ୟ
merrily,0.9,0.0,ଆନନ୍ଦରେ
exhilarating,0.9,0.0,ଉତ୍ସାହଜନକ |
thrills,0.9,0.0,ରୋମାଞ୍ଚ
tidy,0.9,0.0,ପରିଷ୍କାର
jubiliant,0.9,0.0,ଜୟନ୍ତୀ
sensibly,0.9,0.0,ସମ୍ବେଦନଶୀଳ ଭାବରେ |
restructure,0.9,0.0,ପୁନର୍ଗଠନ
miraculous,0.9,0.0,ଚମତ୍କାର
glee,0.9,0.0,ଚମକ
whoa,0.9,0.0,ହଁ
superb,0.9,0.0,ଉତ୍ତମ
obsession,0.9,0.0,ଅବସାଦ |
joyfully,0.9,0.0,ଆନନ୍ଦରେ
undisputed,0.9,0.0,ବିବାଦୀୟ |
comely,0.9,0.0,ସୁନ୍ଦର
gorgeous,0.9,0.0,ସୁନ୍ଦର
luckier,0.9,0.0,ଭାଗ୍ୟଶାଳୀ
worth,0.9,0.0,ମୂଲ୍ୟ
beneficially,0.9,0.0,ଲାଭଦାୟକ ଭାବରେ |
user-replaceable,0.9,0.0,ଚାଳକ-ବଦଳଯୋଗ୍ୟ |
decent,0.9,0.0,ଭଦ୍ର
blissfully,0.9,0.0,ଖୁସିରେ
salutary,0.9,0.0,ନମସ୍କାର
commodious,0.9,0.0,ଖଣିଜ
stable,0.9,0.0,ସ୍ଥିର
scenic,0.9,0.0,ଦୃଶ୍ୟ
unassailable,0.9,0.0,ଅସମର୍ଥ
holy,0.9,0.0,ପବିତ୍ର
invincibility,0.9,0.0,ଅଦୃଶ୍ୟତା |
enchant,0.9,0.0,ମନ୍ତ୍ରଜ୍
appealing,0.9,0.0,ଆବେଦନକାରୀ
resolute,0.9,0.0,ସଂକଳ୍ପବଦ୍ଧ |
titillatingly,0.9,0.0,ଆଖ୍ୟା
excellence,0.9,0.0,ଉତ୍କର୍ଷ
perfect,0.9,0.0,ସଂପୂର୍ଣ୍ଣ
revolutionized,0.9,0.0,ବିପ୍ଳବ
exalted,0.9,0.0,ଉନ୍ନତ
loves,0.9,0.0,ଭଲ ପାଏ
accolades,0.9,0.0,ପ୍ରଶଂସା
delectable,0.9,0.0,ଡିଲେକ୍ଟେବଲ୍
wowed,0.9,0.0,ୱୋ
