Term,PosScore,NegScore,Tamil
chunky,0.0,-0.9,சங்கி
sputter,0.0,-0.9,sputter
eviscerate,0.0,-0.9,வெளியேறு
limp,0.0,-0.9,லிம்ப்
loneliness,0.0,-0.9,தனிமை
self-interest,0.0,-0.9,சுய நலன்
picketed,0.0,-0.9,மறியல்
squash,0.0,-0.9,ஸ்குவாஷ்
disorder,0.0,-0.9,கோளாறு
strange,0.0,-0.9,விசித்திரமானது
struck,0.0,-0.9,தாக்கியது
betrayal,0.0,-0.9,துரோகம்
disturb,0.0,-0.9,தொந்தரவு
unrealistic,0.0,-0.9,நம்பத்தகாத
antagonist,0.0,-0.9,எதிரி
questionable,0.0,-0.9,கேள்விக்குரியது
inactive,0.0,-0.9,செயலற்றது
cheapen,0.0,-0.9,மலிவாக்கு
lame,0.0,-0.9,நொண்டி
irregular,0.0,-0.9,ஒழுங்கற்ற
corrupting,0.0,-0.9,ஊழல்
heavy-handed,0.0,-0.9,கனமான கை
pertinaciously,0.0,-0.9,pertinacously
adverse,0.0,-0.9,பாதகமான
hubris,0.0,-0.9,ஹப்ரிஸ்
refused,0.0,-0.9,மறுத்துவிட்டார்
ill-conceived,0.0,-0.9,தவறான கருத்தாகும்
layoff-happy,0.0,-0.9,பணிநீக்கம்-மகிழ்ச்சி
unnerve,0.0,-0.9,unnerve
overwhelmingly,0.0,-0.9,பெரும்
scorching,0.0,-0.9,எரிச்சல்
revile,0.0,-0.9,அவதூறு
fissures,0.0,-0.9,பிளவுகள்
unlamentable,0.0,-0.9,unlamentable
gimmicky,0.0,-0.9,வித்தை
blameworthy,0.0,-0.9,பழிவாங்கும்
crabby,0.0,-0.9,நண்டு
stampede,0.0,-0.9,முத்திரை
hegemonism,0.0,-0.9,மேலாதிக்கம்
alarmingly,0.0,-0.9,ஆபத்தான முறையில்
authoritarian,0.0,-0.9,சர்வாதிகார
reprove,0.0,-0.9,கண்டிக்கவும்
bemused,0.0,-0.9,கலங்கினார்
imposing,0.0,-0.9,சுமத்துகிறது
fidgety,0.0,-0.9,fidgety
discourteous,0.0,-0.9,discourteous
suffocate,0.0,-0.9,மூச்சுத் திணறல்
irrationalities,0.0,-0.9,பகுத்தறிவற்ற தன்மைகள்
attacks,0.0,-0.9,தாக்குதல்கள்
ill-treatment,0.0,-0.9,தவறான சிகிச்சை
desititute,0.0,-0.9,desititute
bent,0.0,-0.9,உள்ளன
unequal,0.0,-0.9,சமமற்றது
sagging,0.0,-0.9,தொய்வு
nettle,0.0,-0.9,தொட்டால் எரிச்சலூட்டுகிற ஒருவகை செடி
murderously,0.0,-0.9,கொலைகாரமாக
severity,0.0,-0.9,தீவிரம்
trashed,0.0,-0.9,குப்பை
repulsively,0.0,-0.9,விரட்டியடிக்கும்
chaos,0.0,-0.9,குழப்பம்
hung,0.0,-0.9,தொங்கவிடப்பட்டது
despairing,0.0,-0.9,விரக்தி
lifeless,0.0,-0.9,உயிரற்ற
nauseatingly,0.0,-0.9,குமட்டல்
haggard,0.0,-0.9,ஹாகார்ட்
inglorious,0.0,-0.9,புகழ்பெற்ற
delirium,0.0,-0.9,மயக்கம்
inaction,0.0,-0.9,செயலற்ற தன்மை
incessantly,0.0,-0.9,இடைவிடாமல்
misses,0.0,-0.9,தவறவிடுகிறது
reject,0.0,-0.9,நிராகரி
dejection,0.0,-0.9,விலகல்
distrust,0.0,-0.9,அவநம்பிக்கை
bruised,0.0,-0.9,காயம்பட்ட
spoil,0.0,-0.9,கெடு
fractiously,0.0,-0.9,பின்னோக்கி
queer,0.0,-0.9,வினோதமான
crowded,0.0,-0.9,கூட்டம்
fastuous,0.0,-0.9,விரைவானது
torment,0.0,-0.9,வேதனை
spewing,0.0,-0.9,spwing
atrophy,0.0,-0.9,atrophy
inaccuracy,0.0,-0.9,தவறான
viciousness,0.0,-0.9,தீய தன்மை
unwilling,0.0,-0.9,விருப்பமில்லை
injustice,0.0,-0.9,அநீதி
sty,0.0,-0.9,ஜனவரி
importune,0.0,-0.9,பருவம்
hum,0.0,-0.9,ஓம்
declines,0.0,-0.9,குறைகிறது
deteriorate,0.0,-0.9,மோசமடைகிறது
fatique,0.0,-0.9,சோர்வு
gloomy,0.0,-0.9,இருண்ட
beg,0.0,-0.9,பிச்சை
domineer,0.0,-0.9,ஆதிக்கம் செலுத்துங்கள்
inappropriate,0.0,-0.9,பொருத்தமற்றது
outlaw,0.0,-0.9,சட்டவிரோத
irk,0.0,-0.9,இனம்
perilously,0.0,-0.9,ஆபத்தான
grievances,0.0,-0.9,குறைகளை
shiver,0.0,-0.9,நடுக்கம்
tyrant,0.0,-0.9,கொடுங்கோலன்
idiocies,0.0,-0.9,முட்டாள்தனங்கள்
notoriously,0.0,-0.9,மோசமாக
incorrigibly,0.0,-0.9,தவறாக
rival,0.0,-0.9,போட்டியாளர்
vibrates,0.0,-0.9,அதிர்வுறும்
downbeat,0.0,-0.9,வீழ்ச்சி
dismaying,0.0,-0.9,திகைப்பூட்டும்
smug,0.0,-0.9,ஸ்மக்
blinding,0.0,-0.9,கண்மூடித்தனமாக
dissemble,0.0,-0.9,பரப்பு
mortified,0.0,-0.9,மார்டிஃபைட்
heedless,0.0,-0.9,கவனக்குறைவாக
scandalized,0.0,-0.9,அவதூறு
disaster,0.0,-0.9,பேரழிவு
hawkish,0.0,-0.9,பருந்து
inveigle,0.0,-0.9,inveigle
wiles,0.0,-0.9,wiles
overdone,0.0,-0.9,மிகை
incomparable,0.0,-0.9,ஒப்பிடமுடியாதது
foulness,0.0,-0.9,கறைபடிந்த
bumpy,0.0,-0.9,சமதளம்
collapse,0.0,-0.9,சரிவு
contradictory,0.0,-0.9,முரண்பாடானது
absence,0.0,-0.9,இல்லாதது
implication,0.0,-0.9,உட்குறிப்பு
dwindling,0.0,-0.9,குறைந்து வருகிறது
weary,0.0,-0.9,களைப்பு
avariciously,0.0,-0.9,அவதூறாக
crashing,0.0,-0.9,செயலிழக்கிறது
wretched,0.0,-0.9,மோசமான
protesting,0.0,-0.9,எதிர்ப்பு
pathetically,0.0,-0.9,பரிதாபமாக
procrastinate,0.0,-0.9,ஒத்திவைக்கவும்
hairloss,0.0,-0.9,முடி கொட்டுதல்
villify,0.0,-0.9,villify
daunting,0.0,-0.9,அச்சுறுத்தும்
threat,0.0,-0.9,அச்சுறுத்தல்
inadvisable,0.0,-0.9,தவிர்க்க முடியாதது
halfheartedly,0.0,-0.9,அரை மனதாக
revengeful,0.0,-0.9,பழிவாங்கும்
ruts,0.0,-0.9,ரட்ஸ்
inconsiderately,0.0,-0.9,முரண்பாடாக
aggressive,0.0,-0.9,முரட்டுத்தனமான
slanderously,0.0,-0.9,அவதூறாக
infamy,0.0,-0.9,இழிவு
downturn,0.0,-0.9,சரிவு
fevers,0.0,-0.9,காய்ச்சல்
haughty,0.0,-0.9,ஆணவம்
anomaly,0.0,-0.9,ஒழுங்கின்மை
impoverish,0.0,-0.9,வறுமை
inimical,0.0,-0.9,விரோதமானது
nasty,0.0,-0.9,மோசமான
sob,0.0,-0.9,கீழ்
spoilled,0.0,-0.9,கெட்டுப்போனது
conspiratorial,0.0,-0.9,சதித்திட்டம்
crisis,0.0,-0.9,நெருக்கடி
dismissive,0.0,-0.9,தள்ளுபடி
arbitrary,0.0,-0.9,தன்னிச்சையான
recant,0.0,-0.9,recant
topple,0.0,-0.9,கவிழ்க்க
discord,0.0,-0.9,கருத்து வேறுபாடு
brainwash,0.0,-0.9,மூளை கழுவும்
indoctrination,0.0,-0.9,அறிவுறுத்தல்
grievously,0.0,-0.9,கடுமையாக
sloppily,0.0,-0.9,மெதுவாக
tramp,0.0,-0.9,நாடோடி
obstinately,0.0,-0.9,பிடிவாதமாக
succumb,0.0,-0.9,இணங்கு
unrelentingly,0.0,-0.9,இடைவிடாமல்
strenuous,0.0,-0.9,கடுமையான
water-down,0.0,-0.9,நீர்-கீழே
dissapointed,0.0,-0.9,கலைக்கப்பட்டது
scummy,0.0,-0.9,மோசடி
skeptic,0.0,-0.9,சந்தேகம்
aches,0.0,-0.9,வலிகள்
fleer,0.0,-0.9,fleer
insatiable,0.0,-0.9,மனநிறைவு உண்டாக்க முடியாத
tumultuous,0.0,-0.9,கொந்தளிப்பானது
falsify,0.0,-0.9,பொய்மைப்படுத்து
turbulent,0.0,-0.9,கொந்தளிப்பானது
uneasy,0.0,-0.9,சங்கடமான
instigator,0.0,-0.9,தூண்டுதல்
jeer,0.0,-0.9,முறை
lousy,0.0,-0.9,அசிங்கமான
sickly,0.0,-0.9,நோய்வாய்ப்பட்டது
symptoms,0.0,-0.9,அறிகுறிகள்
despondent,0.0,-0.9,நம்பிக்கையற்றவர்
inoperable,0.0,-0.9,இயலாது
lecherous,0.0,-0.9,லெச்சரஸ்
compulsive,0.0,-0.9,கட்டாய
disgust,0.0,-0.9,வெறுப்பு
regreted,0.0,-0.9,வருந்தியது
stalls,0.0,-0.9,ஸ்டால்கள்
unacceptablely,0.0,-0.9,ஏற்றுக்கொள்ள முடியாதது
rattled,0.0,-0.9,சலசலப்பு
ostracize,0.0,-0.9,புறக்கணித்தல்
swelling,0.0,-0.9,வீக்கம்
impulsively,0.0,-0.9,திடீரென்று
pains,0.0,-0.9,வலிகள்
squeaky,0.0,-0.9,அழுத்தமான
wretch,0.0,-0.9,மோசமான
polluters,0.0,-0.9,மாசுபடுத்திகள்
depressing,0.0,-0.9,மனச்சோர்வு
upheaval,0.0,-0.9,எழுச்சி
undercut,0.0,-0.9,undercut
uproar,0.0,-0.9,சலசலப்பு
bulkier,0.0,-0.9,மொத்தமாக
impose,0.0,-0.9,திணிக்கவும்
overplay,0.0,-0.9,ஓவர் பிளே
guiltily,0.0,-0.9,குற்ற உணர்ச்சியுடன்
nightmare,0.0,-0.9,கனவு
confront,0.0,-0.9,எதிர்கொள்ள
malevolence,0.0,-0.9,ஆண்மை
disdainful,0.0,-0.9,இழிவான
midget,0.0,-0.9,மிட்ஜெட்
allegations,0.0,-0.9,குற்றச்சாட்டுகள்
bellicose,0.0,-0.9,மல்லிகை
hissing,0.0,-0.9,hissing
disruptive,0.0,-0.9,சீர்குலைக்கும்
emphatically,0.0,-0.9,உறுதியாக
imprecision,0.0,-0.9,துல்லியமற்றது
brat,0.0,-0.9,ப்ராட்
immorally,0.0,-0.9,ஒழுக்கக்கேடானது
conservative,0.0,-0.9,பழமைவாத
concerned,0.0,-0.9,சம்பந்தப்பட்ட
devastates,0.0,-0.9,பேரழிவுகள்
limitation,0.0,-0.9,வரம்பு
poverty,0.0,-0.9,வறுமை
expired,0.0,-0.9,காலாவதியான
dishonorable,0.0,-0.9,நேர்மையற்றது
controversy,0.0,-0.9,சர்ச்சை
slog,0.0,-0.9,அடி
atrocity,0.0,-0.9,அட்டூழியம்
dislocated,0.0,-0.9,இடமாற்றம் செய்யப்பட்டது
belligerent,0.0,-0.9,போர்க்குணம்
insouciance,0.0,-0.9,கவலையற்ற
sidetracked,0.0,-0.9,ஓரங்கட்டப்பட்டது
embroil,0.0,-0.9,எம்பிராயில்
ill-mannered,0.0,-0.9,தவறான நடத்தை
insolence,0.0,-0.9,insolence
tumbles,0.0,-0.9,டம்பிள்ஸ்
worthlessness,0.0,-0.9,பயனற்ற தன்மை
flighty,0.0,-0.9,பறக்கும்
quibbles,0.0,-0.9,வினவல்கள்
runaway,0.0,-0.9,ஓடிப்போனது
servitude,0.0,-0.9,அடிமைத்தனம்
chatterbox,0.0,-0.9,அரட்டைப் பெட்டி
miserable,0.0,-0.9,பரிதாபம்
tacky,0.0,-0.9,சுவையான
malignant,0.0,-0.9,வீரியம் மிக்கது
rebellious,0.0,-0.9,கிளர்ச்சி
subdued,0.0,-0.9,அடங்கிப்போனது
fanatic,0.0,-0.9,வெறி
stole,0.0,-0.9,திருடியது
ail,0.0,-0.9,மறு
drop-out,0.0,-0.9,டிராப்-அவுட்
misjudgment,0.0,-0.9,தவறான தீர்ப்பு
garish,0.0,-0.9,அழகுபடுத்த
inessential,0.0,-0.9,இன்றியமையாதது
regrettable,0.0,-0.9,வருந்தத்தக்கது
bitch,0.0,-0.9,பிச்
blaspheme,0.0,-0.9,நிந்தனை
obscenely,0.0,-0.9,ஆபாசமாக
faltered,0.0,-0.9,தடுமாறியது
quitter,0.0,-0.9,வெளியேற
rife,0.0,-0.9,rife
disgracefully,0.0,-0.9,இழிவாக
exagerated,0.0,-0.9,மிகைப்படுத்தப்பட்ட
reluctantly,0.0,-0.9,தயக்கத்துடன்
blasphemous,0.0,-0.9,நிந்தனை
hedonistic,0.0,-0.9,ஹெடோனிஸ்டிக்
contradiction,0.0,-0.9,முரண்பாடு
astray,0.0,-0.9,வழிதவறி
rail,0.0,-0.9,ரயில்
goon,0.0,-0.9,கூன்
regrettably,0.0,-0.9,வருந்தத்தக்கது
smudged,0.0,-0.9,smudged
spitefulness,0.0,-0.9,வெறுப்பு
blister,0.0,-0.9,கொப்புளம்
chasten,0.0,-0.9,தண்டனை
disapointed,0.0,-0.9,disapointed
disillusioned,0.0,-0.9,ஏமாற்றமடைந்தார்
flat-out,0.0,-0.9,பிளாட்-அவுட்
murderer,0.0,-0.9,கொலைகாரன்
ridiculously,0.0,-0.9,அபத்தமானது
hatred,0.0,-0.9,வெறுப்பு
threatening,0.0,-0.9,அச்சுறுத்தும்
lags,0.0,-0.9,பின்னடைவு
raving,0.0,-0.9,ரேவிங்
top-heavy,0.0,-0.9,மேல்-கனமான
abnormal,0.0,-0.9,அசாதாரணமானது
unfounded,0.0,-0.9,ஆதாரமற்றது
uncomfy,0.0,-0.9,unfy
spilling,0.0,-0.9,கொட்டுதல்
hothead,0.0,-0.9,ஹாட்ஹெட்
donside,0.0,-0.9,டான்சைடு
wince,0.0,-0.9,wince
cruelness,0.0,-0.9,கொடுமை
apprehension,0.0,-0.9,பயம்
smudges,0.0,-0.9,smudges
impedance,0.0,-0.9,மின்மறுப்பு
coerce,0.0,-0.9,கட்டாய
deviously,0.0,-0.9,வஞ்சகமாக
inept,0.0,-0.9,தகுதியற்றது
bashing,0.0,-0.9,பாஷிங்
rash,0.0,-0.9,சொறி
glut,0.0,-0.9,பெருந்தீனி
vestiges,0.0,-0.9,உள்ளது
concerns,0.0,-0.9,கவலைகள்
contentious,0.0,-0.9,சர்ச்சைக்குரிய
conspirator,0.0,-0.9,சதிகாரன்
glibly,0.0,-0.9,மென்மையாக
shrew,0.0,-0.9,ஷ்ரூ
illegal,0.0,-0.9,சட்டவிரோதமானது
incredulously,0.0,-0.9,நம்பமுடியாத
viper,0.0,-0.9,வைப்பர்
obscenity,0.0,-0.9,ஆபாசமானது
antiquated,0.0,-0.9,பழமையானது
reluctant,0.0,-0.9,தயக்கம்
quash,0.0,-0.9,quash
murder,0.0,-0.9,கொலை
powerless,0.0,-0.9,சக்தியற்ற
fascism,0.0,-0.9,பாசிசம்
timidness,0.0,-0.9,பயம்
regression,0.0,-0.9,பின்னடைவு
vibration,0.0,-0.9,அதிர்வு
miff,0.0,-0.9,miff
inequalities,0.0,-0.9,ஏற்றத்தாழ்வுகள்
showdown,0.0,-0.9,மோதல்
bombardment,0.0,-0.9,குண்டுவெடிப்பு
startle,0.0,-0.9,திடுக்கிடும்
vengeance,0.0,-0.9,பழிவாங்குதல்
creeping,0.0,-0.9,ஊர்ந்து செல்வது
stymied,0.0,-0.9,stymied
insults,0.0,-0.9,அவமதிப்பு
zealously,0.0,-0.9,வைராக்கியத்துடன்
impeach,0.0,-0.9,குற்றச்சாட்டு
violent,0.0,-0.9,வன்முறை
protests,0.0,-0.9,எதிர்ப்புக்கள்
savagery,0.0,-0.9,காட்டுமிராண்டித்தனம்
anti-,0.0,-0.9,எதிர்ப்பு-
cheaply,0.0,-0.9,மலிவாக
