Term,PosScore,NegScore,Urdu
impossiblity,0.0,-0.9,ناممکن
snobs,0.0,-0.9,snobs
unemployed,0.0,-0.9,بے روزگار
corrosion,0.0,-0.9,سنکنرن
trick,0.0,-0.9,چال
inexpertly,0.0,-0.9,ناتجربہ کار
acridly,0.0,-0.9,acricly
uneven,0.0,-0.9,ناہموار
decline,0.0,-0.9,زوال
perverted,0.0,-0.9,گمراہ
puzzled,0.0,-0.9,حیرت زدہ
ricer,0.0,-0.9,زیادہ امیر
sardonically,0.0,-0.9,معافی
loathing,0.0,-0.9,نفرت
shocked,0.0,-0.9,حیران
enervate,0.0,-0.9,مشتعل کرنا
intense,0.0,-0.9,شدید
incitement,0.0,-0.9,بھڑکانا
isolation,0.0,-0.9,علیحدگی
sneak,0.0,-0.9,چپکے سے
lethal,0.0,-0.9,مہلک
untrustworthy,0.0,-0.9,ناقابل اعتماد
languorous,0.0,-0.9,سست
inflict,0.0,-0.9,لگانا
unpleasantries,0.0,-0.9,ناخوشگواریاں
revoke,0.0,-0.9,منسوخ کرنا
bonkers,0.0,-0.9,قرض دہندگان
erodes,0.0,-0.9,ختم ہوجاتا ہے
unfortunately,0.0,-0.9,بدقسمتی سے
baffled,0.0,-0.9,حیرت زدہ
disprove,0.0,-0.9,مسترد کریں
over-hyped,0.0,-0.9,زیادہ hyped
rumors,0.0,-0.9,افواہوں
scuffs,0.0,-0.9,جھگڑا
tout,0.0,-0.9,سب
embroilment,0.0,-0.9,کڑھائی
unacceptably,0.0,-0.9,ناقابل قبول
grossly,0.0,-0.9,مجموعی طور پر
hurting,0.0,-0.9,تکلیف دینا
debts,0.0,-0.9,قرض
falter,0.0,-0.9,گرجانا
futilely,0.0,-0.9,بیکار
grumble,0.0,-0.9,بنبنانا
haze,0.0,-0.9,کہرا
split,0.0,-0.9,تقسیم
irrationally,0.0,-0.9,غیر معقول طور پر
creeps,0.0,-0.9,رینگنا
incorrigible,0.0,-0.9,نااہل
unsettlingly,0.0,-0.9,پریشان کن
din,0.0,-0.9,سے
skeptically,0.0,-0.9,شکی طور پر
greasy,0.0,-0.9,چکنائی
uproarously,0.0,-0.9,مشتعل
detestable,0.0,-0.9,قابل نفرت
murky,0.0,-0.9,گستاخ
slug,0.0,-0.9,سلگ
crushing,0.0,-0.9,کرشنگ
defunct,0.0,-0.9,ناکارہ
massacres,0.0,-0.9,قتل عام
fever,0.0,-0.9,بخار
catastrophes,0.0,-0.9,آفات
disgrace,0.0,-0.9,ذلت
pinch,0.0,-0.9,چوٹکی
undependability,0.0,-0.9,غیر منحصر ہونا
unresolved,0.0,-0.9,حل طلب
beseech,0.0,-0.9,التجا کریں
naïve,0.0,-0.9,بولی
paradoxically,0.0,-0.9,حیرت انگیز طور پر
handicapped,0.0,-0.9,معذور
tanked,0.0,-0.9,ٹینکیڈ
tarnish,0.0,-0.9,داغدار
ugly,0.0,-0.9,بدصورت
idiotically,0.0,-0.9,بیوقوفانہ طور پر
warped,0.0,-0.9,warped
scream,0.0,-0.9,چیخ
propaganda,0.0,-0.9,پروپیگنڈا
trap,0.0,-0.9,جال
trivial,0.0,-0.9,معمولی
indelicate,0.0,-0.9,indelicate
mockingly,0.0,-0.9,طنز سے
drained,0.0,-0.9,سوکھا ہوا
pettifog,0.0,-0.9,پیٹیفوگ
sin,0.0,-0.9,بغیر
inequality,0.0,-0.9,عدم مساوات
assult,0.0,-0.9,مہارت
upset,0.0,-0.9,پریشان
overzealous,0.0,-0.9,ضرورت سے زیادہ
malice,0.0,-0.9,بدنیتی
frustrates,0.0,-0.9,مایوسی
mediocre,0.0,-0.9,معمولی
dumbfound,0.0,-0.9,گونگا
overwhelmed,0.0,-0.9,مغلوب
farcical-yet-provocative,0.0,-0.9,farcical-yet-اشتعال انگیز
overtaxed,0.0,-0.9,اوور ٹیکس
scornfully,0.0,-0.9,بہتان سے
spoilages,0.0,-0.9,خرابی
swipe,0.0,-0.9,سوائپ کریں
intrusion,0.0,-0.9,دخل
barbaric,0.0,-0.9,وحشیانہ
manipulation,0.0,-0.9,ہیرا پھیری
wrought,0.0,-0.9,کئے
concession,0.0,-0.9,رعایت
shameful,0.0,-0.9,شرمناک
imprudent,0.0,-0.9,باطل
crashed,0.0,-0.9,گر کر تباہ ہوگیا
breach,0.0,-0.9,خلاف ورزی
smelling,0.0,-0.9,مہک
tardy,0.0,-0.9,سخت
resigned,0.0,-0.9,استعفی دے دیا
villainously,0.0,-0.9,ھلنایک سے
gripes,0.0,-0.9,گرفت
self-coup,0.0,-0.9,خود بغاوت
cunt,0.0,-0.9,کی cunt
hypocrites,0.0,-0.9,منافق
shamelessness,0.0,-0.9,بے شرمی
ill-treated,0.0,-0.9,بد سلوک
extremist,0.0,-0.9,انتہا پسند
rubbish,0.0,-0.9,کوڑے دان
alienate,0.0,-0.9,اجنبی
misunderstand,0.0,-0.9,غلط فہمی
disaffected,0.0,-0.9,متاثر
audaciously,0.0,-0.9,بہادر
indignity,0.0,-0.9,غصہ
intoxicate,0.0,-0.9,نشہ آور
ill-favored,0.0,-0.9,ناجائز
snappishly,0.0,-0.9,غلاظت
fallacious,0.0,-0.9,غلط
forsake,0.0,-0.9,ترک کریں
lugubrious,0.0,-0.9,lugubrious
misgivings,0.0,-0.9,بدگمانی
misinform,0.0,-0.9,غلط معلومات
nonsense,0.0,-0.9,بکواس
frightfully,0.0,-0.9,خوف سے
radical,0.0,-0.9,بنیاد پرست
terribly,0.0,-0.9,بہت
demonic,0.0,-0.9,شیطانی
vindictively,0.0,-0.9,vindictively
embarrassment,0.0,-0.9,شرمندگی
dimmer,0.0,-0.9,مدھم
allegation,0.0,-0.9,الزام
scratchy,0.0,-0.9,کھرچنا
warlike,0.0,-0.9,جنگ کی طرح
lukewarm,0.0,-0.9,گنگنا
disavow,0.0,-0.9,مسترد
clouding,0.0,-0.9,بادل
encroach,0.0,-0.9,تجاوزات
exorbitant,0.0,-0.9,بے حد
lecher,0.0,-0.9,چاٹ
tiresome,0.0,-0.9,تھکاوٹ
molest,0.0,-0.9,چھیڑ چھاڑ
injudicious,0.0,-0.9,مضحکہ خیز
desperately,0.0,-0.9,مایوسی کی حالت میں
eyesore,0.0,-0.9,آنکھوں کی نالی
plaything,0.0,-0.9,کھیلنا
thumb-down,0.0,-0.9,انگوٹھے سے نیچے
frustrate,0.0,-0.9,مایوس
remorselessly,0.0,-0.9,پچھتاوا
sues,0.0,-0.9,مقدمہ
desolation,0.0,-0.9,ویرانی
tantrum,0.0,-0.9,کرب
delusions,0.0,-0.9,وہم
forceful,0.0,-0.9,زبردستی
clamorous,0.0,-0.9,کلامور
quarrellous,0.0,-0.9,جھگڑا
refuted,0.0,-0.9,تردید
tenuously,0.0,-0.9,لسانی طور پر
accusingly,0.0,-0.9,الزام لگا کر
importunate,0.0,-0.9,امپورٹ کریں
detesting,0.0,-0.9,مکروہ
confession,0.0,-0.9,اعتراف
desiccate,0.0,-0.9,desiccate
spookiest,0.0,-0.9,spookiest
haters,0.0,-0.9,نفرت کرنے والوں
aggravate,0.0,-0.9,بڑھاو
untouched,0.0,-0.9,اچھوت
tyrannically,0.0,-0.9,ظلم سے
bewildering,0.0,-0.9,حیرت زدہ
calumniously,0.0,-0.9,بہتان سے
mercilessly,0.0,-0.9,بے رحمی سے
disappointments,0.0,-0.9,مایوسی
disallow,0.0,-0.9,اجازت نہیں
attack,0.0,-0.9,حملہ
adulterier,0.0,-0.9,زانی
wobble,0.0,-0.9,wobble
irragularity,0.0,-0.9,بے ضابطگی
ripoff,0.0,-0.9,ripoff
wedge,0.0,-0.9,پچر
contemptuous,0.0,-0.9,حقیر
inevitable,0.0,-0.9,ناگزیر
disquietude,0.0,-0.9,متنازعہ
sugarcoated,0.0,-0.9,شوگر
wretchedly,0.0,-0.9,بہت ہی افسوس سے
insociable,0.0,-0.9,ناقابل معافی
damages,0.0,-0.9,نقصانات
pauper,0.0,-0.9,pauper
inefficiently,0.0,-0.9,غیر موثر
scarcely,0.0,-0.9,شاذ و نادر ہی
cataclysmal,0.0,-0.9,تباہ کن
disastrously,0.0,-0.9,تباہ کن
scoff,0.0,-0.9,طعنہ دینا
hacks,0.0,-0.9,ہیکس
impudently,0.0,-0.9,بے راہ روی سے
bothers,0.0,-0.9,پریشان
desertion,0.0,-0.9,صحرا
meager,0.0,-0.9,معمولی
inconsequently,0.0,-0.9,بے نتیجہ
detested,0.0,-0.9,نفرت کی
selfinterested,0.0,-0.9,خود غرض
dissed,0.0,-0.9,سے دور
unfaithful,0.0,-0.9,بے وفا
falsehood,0.0,-0.9,جھوٹ
slowly,0.0,-0.9,آہستہ آہستہ
backbite,0.0,-0.9,پیچھے کاٹنے
dusty,0.0,-0.9,دھول
freezes,0.0,-0.9,منجمد
ominous,0.0,-0.9,بدنما
unskilled,0.0,-0.9,غیر ہنر مند
unlikely,0.0,-0.9,امکان نہیں
sham,0.0,-0.9,شیم
hiliarious,0.0,-0.9,ناگوار
tangle,0.0,-0.9,الجھنا
molestation,0.0,-0.9,چھیڑ چھاڑ
ill-designed,0.0,-0.9,ناجائز ڈیزائن
undetermined,0.0,-0.9,غیر متوقع
caricature,0.0,-0.9,کیریکیچر
callous,0.0,-0.9,لاجواب
fabricate,0.0,-0.9,تیار کیا
bloody,0.0,-0.9,خونی
friction,0.0,-0.9,رگڑ
lacking,0.0,-0.9,کمی
unwise,0.0,-0.9,غیر دانشمندانہ
wreaks,0.0,-0.9,خرابیاں
debilitate,0.0,-0.9,کمزوری
peeve,0.0,-0.9,پیشاب کرنا
mistakes,0.0,-0.9,غلطیاں
abominable,0.0,-0.9,مکروہ
vomit,0.0,-0.9,الٹی
pervert,0.0,-0.9,بیہودہ
prohibitive,0.0,-0.9,ممنوع
disadvantaged,0.0,-0.9,پسماندہ
ingratitude,0.0,-0.9,ناشکری
bait,0.0,-0.9,چارہ
hallucination,0.0,-0.9,سحر انگیزی
oversight,0.0,-0.9,نگرانی
so-cal,0.0,-0.9,بہت کیل
repetitive,0.0,-0.9,بار بار
stale,0.0,-0.9,اب بھی
annoy,0.0,-0.9,ناراض ہونا
abusive,0.0,-0.9,گالی دینا
bothersome,0.0,-0.9,پریشان کن
disheartening,0.0,-0.9,ناگوار
misbehave,0.0,-0.9,بدتمیزی کرنا
nastily,0.0,-0.9,nastily
unintelligible,0.0,-0.9,ناقابل فہم
protest,0.0,-0.9,احتجاج
careless,0.0,-0.9,لاپرواہ
infernal,0.0,-0.9,نرک
hardened,0.0,-0.9,سخت
mockery,0.0,-0.9,طنز کرنا
insidious,0.0,-0.9,کپٹی
cringed,0.0,-0.9,چکنا
disparage,0.0,-0.9,مختلف کرنا
hotbeds,0.0,-0.9,ہاٹ بیڈز
indigent,0.0,-0.9,ناقص
perish,0.0,-0.9,ہلاک
bereft,0.0,-0.9,شکست خوردہ
ridicules,0.0,-0.9,مضحکہ خیز
diabolically,0.0,-0.9,شیطانی طور پر
exagerate,0.0,-0.9,مبالغہ آمیز
inefficient,0.0,-0.9,ناکارہ
mangles,0.0,-0.9,منگل
evasive,0.0,-0.9,ناگوار
scarred,0.0,-0.9,داغ
commotion,0.0,-0.9,ہنگامہ
fell,0.0,-0.9,گر گیا
obliterated,0.0,-0.9,ختم
oppress,0.0,-0.9,ظلم
craftily,0.0,-0.9,چالاکی سے
distorts,0.0,-0.9,بگاڑ دیتا ہے
grim,0.0,-0.9,سنگین
gruesomely,0.0,-0.9,انتہائی افسوسناک
hype,0.0,-0.9,hype
dinky,0.0,-0.9,dinky
senile,0.0,-0.9,ہوشیار
unlicensed,0.0,-0.9,بغیر لائسنس کے
vengeful,0.0,-0.9,انتقام لینے والا
ambivalence,0.0,-0.9,چکر
invalidate,0.0,-0.9,باطل کرنا
perturb,0.0,-0.9,پریشان
jealously,0.0,-0.9,غیرت کے ساتھ
naive,0.0,-0.9,بولی
obstructing,0.0,-0.9,رکاوٹیں کھڑی کرنا
irreversible,0.0,-0.9,ناقابل واپسی
regretful,0.0,-0.9,افسوس
exploitation,0.0,-0.9,استحصال
impertinent,0.0,-0.9,بے چین
inconsolable,0.0,-0.9,ناقابل تسخیر
incompatability,0.0,-0.9,عدم مطابقت
warp,0.0,-0.9,warp
destroy,0.0,-0.9,کو ختم
affliction,0.0,-0.9,تکلیف
devastation,0.0,-0.9,تباہی
extravagant,0.0,-0.9,اسراف
poor,0.0,-0.9,غریب
stigmatize,0.0,-0.9,بدنام کرنا
risk,0.0,-0.9,خطرہ
rocky,0.0,-0.9,پتھریلی
egotism,0.0,-0.9,غرور
slanderer,0.0,-0.9,غیبت کرنے والا
scowl,0.0,-0.9,ڈراؤنا
slumpping,0.0,-0.9,پھسل جانا
stumbled,0.0,-0.9,ٹھوکر کھائی
devil,0.0,-0.9,شیطان
cutthroat,0.0,-0.9,حلق کاٹنا
defamatory,0.0,-0.9,بدنامی
remorselessness,0.0,-0.9,پچھتاوا
meanness,0.0,-0.9,مطلب
drones,0.0,-0.9,ڈرون
unworkable,0.0,-0.9,ناقابل عمل
discomfititure,0.0,-0.9,ضائع کرنا
fulminate,0.0,-0.9,تکمیل کرنا
inattentive,0.0,-0.9,غافل
invidiousness,0.0,-0.9,غلغلہ
shortcomings,0.0,-0.9,کوتاہیاں
disapointment,0.0,-0.9,ناامیدی
doomsday,0.0,-0.9,قیامت کا دن
immobilized,0.0,-0.9,متحرک
inconceivable,0.0,-0.9,ناقابل فہم
stressful,0.0,-0.9,دباؤ
uncomfortable,0.0,-0.9,بے چین
drain,0.0,-0.9,نالی
crippled,0.0,-0.9,اپاہج
futile,0.0,-0.9,بیکار
panicky,0.0,-0.9,گھبرانا
accuse,0.0,-0.9,الزام لگانا
farfetched,0.0,-0.9,دور دراز
petrify,0.0,-0.9,پیٹرفائف
morons,0.0,-0.9,morons
nervously,0.0,-0.9,گھبرا کر
scandalous,0.0,-0.9,گستاخانہ
flimflam,0.0,-0.9,flimflam
corruption,0.0,-0.9,بدعنوانی
dirty,0.0,-0.9,گندا
outmoded,0.0,-0.9,outmoded
unrelenting,0.0,-0.9,بے لگام
sub-par,0.0,-0.9,ذیلی برابر
trample,0.0,-0.9,روندنا
martyrdom,0.0,-0.9,شہادت
tank,0.0,-0.9,ٹینک
outcast,0.0,-0.9,باہر
sadly,0.0,-0.9,افسوس سے
liars,0.0,-0.9,جھوٹے
stark,0.0,-0.9,مضبوط
rremediable,0.0,-0.9,ناقابل تردید
latency,0.0,-0.9,تاخیر
dissatisfies,0.0,-0.9,عدم اطمینان
straggle,0.0,-0.9,اسٹراگل
wrinkle,0.0,-0.9,شیکن
barbarously,0.0,-0.9,وحشیانہ طور پر
disastrous,0.0,-0.9,تباہ کن
irretating,0.0,-0.9,پریشان کن
repudiation,0.0,-0.9,انکار
weird,0.0,-0.9,عجیب
woeful,0.0,-0.9,افسوسناک
dissatisfied,0.0,-0.9,عدم مطمئن
dissidents,0.0,-0.9,ناگوار
fuss,0.0,-0.9,گڑبڑ
doubtful,0.0,-0.9,مشکوک
expensive,0.0,-0.9,مہنگا
flimsy,0.0,-0.9,ہلچل
partisan,0.0,-0.9,متعصب
pest,0.0,-0.9,کیڑے
superficially,0.0,-0.9,اعلی طور پر
rue,0.0,-0.9,گلی
dogged,0.0,-0.9,کتا ہوا
impure,0.0,-0.9,ناپاک
culpable,0.0,-0.9,مجرم
erode,0.0,-0.9,خراب
sued,0.0,-0.9,مقدمہ
unauthentic,0.0,-0.9,غیر مہذب
tingled,0.0,-0.9,گنگنا ہوا
profanity,0.0,-0.9,گستاخیاں
improbably,0.0,-0.9,احتمال
shortage,0.0,-0.9,قلت
brashly,0.0,-0.9,ڈھٹائی سے
apprehensive,0.0,-0.9,خوف زدہ
infiltrator,0.0,-0.9,دراندازی کرنے والا
savages,0.0,-0.9,وحشی
demonized,0.0,-0.9,شیطان بنا ہوا
incivility,0.0,-0.9,incivility
tricky,0.0,-0.9,مشکل
recklessness,0.0,-0.9,لاپرواہی
ding,0.0,-0.9,چیز
imperfection,0.0,-0.9,نامکملیت
cracked,0.0,-0.9,پھٹے
paralize,0.0,-0.9,فالج
frictions,0.0,-0.9,پکوڑے
shun,0.0,-0.9,جھگڑا
calumnious,0.0,-0.9,حرارت بخش
cheat,0.0,-0.9,دھوکہ دینا
casualty,0.0,-0.9,حادثے
haste,0.0,-0.9,جلد بازی
little-known,0.0,-0.9,بہت کم جانا جاتا ہے
undocumented,0.0,-0.9,Undocumented
grind,0.0,-0.9,پیسنا
spotty,0.0,-0.9,داغدار
fret,0.0,-0.9,پریشان
miss,0.0,-0.9,مس
tragic,0.0,-0.9,المناک
exasperatingly,0.0,-0.9,غصے سے
uneasily,0.0,-0.9,بے چین
strident,0.0,-0.9,سخت
irrecoverablenesses,0.0,-0.9,ناقابل تلافی
defy,0.0,-0.9,منحرف کرنا
annoyingly,0.0,-0.9,ناراضگی سے
madder,0.0,-0.9,سینڈویچ
mistrust,0.0,-0.9,عدم اعتماد
selfish,0.0,-0.9,خود غرض
overwhelming,0.0,-0.9,بھاری
appal,0.0,-0.9,اپیل
cruelest,0.0,-0.9,کروٹ
penalty,0.0,-0.9,جرمانہ
crime,0.0,-0.9,جرم
upseting,0.0,-0.9,upseting
beggar,0.0,-0.9,بھکاری
egotistical,0.0,-0.9,غرور مندانہ
languor,0.0,-0.9,تھکاوٹ
cumbersome,0.0,-0.9,بوجھل
implausible,0.0,-0.9,ناقابل تسخیر
quarrel,0.0,-0.9,جھگڑا
unwieldy,0.0,-0.9,ناقابل برداشت
insanity,0.0,-0.9,جنون
impetuous,0.0,-0.9,تیز
hurts,0.0,-0.9,تکلیف دیتا ہے
clueless,0.0,-0.9,بے خبر
recalcitrant,0.0,-0.9,recalcitrant
wail,0.0,-0.9,نوحہ
ruffian,0.0,-0.9,ruffian
decayed,0.0,-0.9,بوسیدہ
gibberish,0.0,-0.9,گبریش
infuriating,0.0,-0.9,گستاخانہ
exasperate,0.0,-0.9,مایوسی
totalitarian,0.0,-0.9,مطلق العنان
atrocious,0.0,-0.9,مظالم
misrepresent,0.0,-0.9,غلط بیانی کرنا
hypocritical,0.0,-0.9,منافقانہ
ignorant,0.0,-0.9,جاہل
ill-tempered,0.0,-0.9,بد مزاج
trivialize,0.0,-0.9,چھوٹی کرنا
depressions,0.0,-0.9,افسردگی
barbarity,0.0,-0.9,بربریت
diametrically,0.0,-0.9,diametrically
disdainfully,0.0,-0.9,حقارت سے
fawningly,0.0,-0.9,fawningly
overturn,0.0,-0.9,الٹنا
broke,0.0,-0.9,ٹوٹ گیا
jarring,0.0,-0.9,گھماؤ
demolisher,0.0,-0.9,مسمار کرنے والا
unreasonable,0.0,-0.9,غیر معقول
peeled,0.0,-0.9,چھلکا
shatter,0.0,-0.9,بکھر جانا
static,0.0,-0.9,جامد
junky,0.0,-0.9,کباڑی
apathy,0.0,-0.9,بے حسی
sweaty,0.0,-0.9,پسینہ
discordant,0.0,-0.9,بد نظمی
abominate,0.0,-0.9,مکروہ
disorient,0.0,-0.9,بدنام
eccentric,0.0,-0.9,سنکی
hazard,0.0,-0.9,خطرہ
intimidate,0.0,-0.9,ڈرانا
slut,0.0,-0.9,حتمی
distraught,0.0,-0.9,پریشان
unsettling,0.0,-0.9,بے چین ہونا
reproachful,0.0,-0.9,ملامت کرنے والا
crashes,0.0,-0.9,کریش
finicky,0.0,-0.9,فنیکی
coarse,0.0,-0.9,موٹے
fatty,0.0,-0.9,فیٹی
unaccustomed,0.0,-0.9,غیر منظم
sour,0.0,-0.9,کھٹے
lemon,0.0,-0.9,لیموں
misinterpret,0.0,-0.9,غلط تشریح کرنا
sinfully,0.0,-0.9,گنہگار
difficulties,0.0,-0.9,مشکلات
exhaustion,0.0,-0.9,تھکن
inefficacy,0.0,-0.9,ناکارہ ہونا
snarky,0.0,-0.9,snarky
dastard,0.0,-0.9,ناجائز
humiliating,0.0,-0.9,ذلت آمیز
perplex,0.0,-0.9,حیرت زدہ
disaccord,0.0,-0.9,تفریق
oversights,0.0,-0.9,نگرانی
anxiously,0.0,-0.9,بےچینی سے
wallow,0.0,-0.9,والول
matte,0.0,-0.9,دھندلا
concern,0.0,-0.9,تشویش
blurring,0.0,-0.9,دھندلاپن
culprit,0.0,-0.9,مجرم
stupidly,0.0,-0.9,بیوقوف سے
contort,0.0,-0.9,شکل
erroneously,0.0,-0.9,غلطی سے
sloww,0.0,-0.9,سست
pitiable,0.0,-0.9,قابل رحم
inimically,0.0,-0.9,inimically
lonesome,0.0,-0.9,تنہا
gutter,0.0,-0.9,لڑکے
recession,0.0,-0.9,کساد بازاری
unfairly,0.0,-0.9,غیر منصفانہ طور پر
indiscriminate,0.0,-0.9,اندھا دھند
acrimoniously,0.0,-0.9,acrimoniously سے
inflammatory,0.0,-0.9,سوزش
undermining,0.0,-0.9,مجروح کرنا
disturbing,0.0,-0.9,پریشان کن
pitifully,0.0,-0.9,شفقت سے
faults,0.0,-0.9,نقائص
neurotic,0.0,-0.9,اعصابی
shortcoming,0.0,-0.9,کوتاہی
protested,0.0,-0.9,احتجاج کیا
burned,0.0,-0.9,جل گیا
sack,0.0,-0.9,بوری
unlucky,0.0,-0.9,بدقسمت
yawn,0.0,-0.9,زحل
assassinate,0.0,-0.9,قتل کرنا
marginally,0.0,-0.9,معمولی طور پر
clash,0.0,-0.9,تصادم
chaff,0.0,-0.9,بھوسی
scars,0.0,-0.9,نشانات
whimper,0.0,-0.9,سسکیاں لینا
pleas,0.0,-0.9,التجا
loud,0.0,-0.9,اونچی آواز میں
freaking,0.0,-0.9,اشاعت
fibber,0.0,-0.9,فائبر
downfall,0.0,-0.9,زوال
castigate,0.0,-0.9,جیت لیا
hypocrisy,0.0,-0.9,منافقت
dehumanization,0.0,-0.9,غیر انسانی
protracted,0.0,-0.9,طویل
seriousness,0.0,-0.9,سنجیدگی
gross,0.0,-0.9,مجموعی
coldly,0.0,-0.9,سردی سے
dumped,0.0,-0.9,پھینک دیا
smoldering,0.0,-0.9,دھواں مارنا
villains,0.0,-0.9,ھلنایک
blur,0.0,-0.9,دھندلاپن
deploring,0.0,-0.9,افسردگی
unwisely,0.0,-0.9,غیر دانشمندی سے
disagreeable,0.0,-0.9,متفق نہیں
dishonesty,0.0,-0.9,بے ایمانی
distract,0.0,-0.9,مشغول
foreboding,0.0,-0.9,foreboding
genocide,0.0,-0.9,نسل کشی
wild,0.0,-0.9,جنگلی
condescending,0.0,-0.9,سنجیدہ
d*mn,0.0,-0.9,d * mn
hating,0.0,-0.9,نفرت
disconsolation,0.0,-0.9,کنارہ کشی
unusual,0.0,-0.9,غیر معمولی
whips,0.0,-0.9,کوڑے
stall,0.0,-0.9,اسٹال
unforgiving,0.0,-0.9,معاف نہیں کرنا
unscrupulous,0.0,-0.9,بےاختیار
deformed,0.0,-0.9,خراب
indignantly,0.0,-0.9,غصے سے
belittle,0.0,-0.9,بیلٹٹل
untested,0.0,-0.9,untested
unimaginable,0.0,-0.9,ناقابل تصور
stiff,0.0,-0.9,سخت
zap,0.0,-0.9,زپ
laggy,0.0,-0.9,laggy
lapsed,0.0,-0.9,بچے
subtract,0.0,-0.9,منہا کرنا
vice,0.0,-0.9,نائب
extinguish,0.0,-0.9,بجھانا
unhappily,0.0,-0.9,ناخوشگوار
anarchistic,0.0,-0.9,انتشار پسندانہ
bruising,0.0,-0.9,چوٹ
ironies,0.0,-0.9,لوہا
exile,0.0,-0.9,جلاوطنی
fat,0.0,-0.9,چربی
stagnant,0.0,-0.9,جمود
thoughtlessness,0.0,-0.9,لاپرواہی
dissuade,0.0,-0.9,ختم کرنا
senselessly,0.0,-0.9,بے ہوشی سے
obstinate,0.0,-0.9,رکاوٹ ڈالنا
inaccurate,0.0,-0.9,غلط
poorly,0.0,-0.9,غیر تسلی بخش
execrate,0.0,-0.9,پھانسی
confined,0.0,-0.9,محدود
over-awe,0.0,-0.9,زیادہ خوف
lacked,0.0,-0.9,کمی
stridently,0.0,-0.9,سختی سے
unnoticed,0.0,-0.9,کسی کا دھیان نہیں
dissension,0.0,-0.9,اختلاف
ghosting,0.0,-0.9,بھوت
freakish,0.0,-0.9,عجیب
insinuate,0.0,-0.9,insinuate
irritated,0.0,-0.9,چڑچڑا ہوا
uneventful,0.0,-0.9,ناگوار
insinuation,0.0,-0.9,انشانیشن
grouch,0.0,-0.9,گرچ
parasite,0.0,-0.9,طفیلی
imprecise,0.0,-0.9,غلط
nonexistent,0.0,-0.9,موجود نہیں
overweight,0.0,-0.9,زیادہ وزن
spank,0.0,-0.9,مارو
mudslinging,0.0,-0.9,کیچڑ اچھالنا
avarice,0.0,-0.9,avarice
disagreed,0.0,-0.9,متفق نہیں
garbage,0.0,-0.9,ردی کی ٹوکری
fallen,0.0,-0.9,گر گیا
fatal,0.0,-0.9,مہلک
isolate,0.0,-0.9,الگ تھلگ
overbalanced,0.0,-0.9,متوازن
inadverently,0.0,-0.9,نادانستہ طور پر
irrationality,0.0,-0.9,غیر معقولیت
backwoods,0.0,-0.9,بیک ووڈس
implausibly,0.0,-0.9,ناقابل تسخیر
unobserved,0.0,-0.9,غیر محفوظ
petty,0.0,-0.9,چھوٹی
obscurity,0.0,-0.9,دھندلاپن
slack,0.0,-0.9,سست
decry,0.0,-0.9,ڈیکری
loathsome,0.0,-0.9,قابل نفرت
overlook,0.0,-0.9,نظر انداز
whining,0.0,-0.9,رونا
qualm,0.0,-0.9,دھواں
desultory,0.0,-0.9,توہین آمیز
froze,0.0,-0.9,منجمد
bug,0.0,-0.9,بگ
dishearteningly,0.0,-0.9,ناراضگی سے
inaptitude,0.0,-0.9,نااہلی
insular,0.0,-0.9,انسولر
leer,0.0,-0.9,پڑھیں
discrimination,0.0,-0.9,امتیاز
objections,0.0,-0.9,اعتراضات
exasperation,0.0,-0.9,مایوسی
sorrowfully,0.0,-0.9,افسوس سے
unsustainable,0.0,-0.9,غیر مستحکم
incautious,0.0,-0.9,محتاط
judder,0.0,-0.9,جج
divisiveness,0.0,-0.9,تفرقہ بازی
subjection,0.0,-0.9,تابع
bizarre,0.0,-0.9,عجیب
scariest,0.0,-0.9,ڈراونا
uncontrolled,0.0,-0.9,بے قابو
virulence,0.0,-0.9,وائرلیس
fictional,0.0,-0.9,غیر حقیقی
detracted,0.0,-0.9,متوجہ
watered-down,0.0,-0.9,پانی پلایا
betraying,0.0,-0.9,دھوکہ دینا
embarrass,0.0,-0.9,شرمندگی
grisly,0.0,-0.9,دل سے
hissed,0.0,-0.9,hissed
invalidity,0.0,-0.9,ناجائز
paranoid,0.0,-0.9,اجنبی
fierce,0.0,-0.9,شدید
discourteously,0.0,-0.9,صریحاously
dismayed,0.0,-0.9,خوفزدہ
disappoints,0.0,-0.9,مایوسی
dumps,0.0,-0.9,ڈمپس
coercion,0.0,-0.9,جبر
fist,0.0,-0.9,مٹھی
inconsequentially,0.0,-0.9,غیر یقینی طور پر
indiscreetly,0.0,-0.9,indiscreetly
pandemonium,0.0,-0.9,پانڈیمیمیم
uninsured,0.0,-0.9,انشورنس
prickles,0.0,-0.9,کانٹے
prejudicial,0.0,-0.9,متعصبانہ
antipathy,0.0,-0.9,antipathy
blurt,0.0,-0.9,دھندلاپن
cuplrit,0.0,-0.9,الماری
extermination,0.0,-0.9,ختم کرنا
indeterminate,0.0,-0.9,غیر یقینی
mushy,0.0,-0.9,mushy
overzelous,0.0,-0.9,حد سے زیادہ
hack,0.0,-0.9,ہیک
flout,0.0,-0.9,پھڑکنا
demoralizing,0.0,-0.9,بے حرمتی کرنا
expel,0.0,-0.9,بے دخل
calamitous,0.0,-0.9,مہلک
radically,0.0,-0.9,یکسر
barbarically,0.0,-0.9,وحشیانہ طور پر
aggrieved,0.0,-0.9,غمزدہ
leaks,0.0,-0.9,لیک
err,0.0,-0.9,غلطی
