Term,PosScore,NegScore,Bangla
lame,0.0,-0.9,পঙ্গু
irregular,0.0,-0.9,অনিয়মিত
corrupting,0.0,-0.9,corrupting
heavy-handed,0.0,-0.9,জবড়জঙ্গ
pertinaciously,0.0,-0.9,pertinaciously
adverse,0.0,-0.9,প্রতিকূল
hubris,0.0,-0.9,ঔদ্ধত্য
refused,0.0,-0.9,প্রত্যাখ্যাত
ill-conceived,0.0,-0.9,মন্দ ভাবা
layoff-happy,0.0,-0.9,layoff-খুশি
unnerve,0.0,-0.9,সাহসশূন্য বলশূন্য করা
overwhelmingly,0.0,-0.9,সিংহভাগ
scorching,0.0,-0.9,দাহক
revile,0.0,-0.9,গালি
fissures,0.0,-0.9,ফাটল
unlamentable,0.0,-0.9,unlamentable
gimmicky,0.0,-0.9,প্রতারণামূলক
blameworthy,0.0,-0.9,নিন্দনীয়
crabby,0.0,-0.9,কর্কশ
stampede,0.0,-0.9,ছত্রভঙ্গ
hegemonism,0.0,-0.9,hegemonism
alarmingly,0.0,-0.9,আশঙ্কাজনক হারে
authoritarian,0.0,-0.9,স্বৈরাচারী
reprove,0.0,-0.9,টুকা
bemused,0.0,-0.9,বিমূঢ়
imposing,0.0,-0.9,মনোরম
fidgety,0.0,-0.9,অস্থির
discourteous,0.0,-0.9,অভদ্র
suffocate,0.0,-0.9,শ্বাসরোধ করা
irrationalities,0.0,-0.9,irrationalities
attacks,0.0,-0.9,হামলার
ill-treatment,0.0,-0.9,অসদ্ব্যবহার
desititute,0.0,-0.9,desititute
bent,0.0,-0.9,হয়
unequal,0.0,-0.9,অসম
sagging,0.0,-0.9,দমে
nettle,0.0,-0.9,বিছুটি
murderously,0.0,-0.9,murderously
severity,0.0,-0.9,নির্দয়তা
trashed,0.0,-0.9,ট্র্যাশ
repulsively,0.0,-0.9,repulsively
chaos,0.0,-0.9,বিশৃঙ্খলা
hung,0.0,-0.9,স্তব্ধ
despairing,0.0,-0.9,নিরাশ্বাস
lifeless,0.0,-0.9,নির্জীব
nauseatingly,0.0,-0.9,বিশ্রীভাবে
haggard,0.0,-0.9,জীর্ণশীর্ণ
inglorious,0.0,-0.9,গৌরবহীন
delirium,0.0,-0.9,প্রলাপ
inaction,0.0,-0.9,নিষ্ক্রিয়তা
incessantly,0.0,-0.9,অহর্নিশ
misses,0.0,-0.9,শটটি
reject,0.0,-0.9,প্রত্যাখ্যান
dejection,0.0,-0.9,নৈরাশা
distrust,0.0,-0.9,অবিশ্বাস
bruised,0.0,-0.9,থেঁত
spoil,0.0,-0.9,লুট
fractiously,0.0,-0.9,fractiously
queer,0.0,-0.9,উত্কট
crowded,0.0,-0.9,ভীড়
fastuous,0.0,-0.9,fastuous
torment,0.0,-0.9,যন্ত্রণা
spewing,0.0,-0.9,spewing
atrophy,0.0,-0.9,ক্ষয়িষ্ণুতা
inaccuracy,0.0,-0.9,ভ্রম
viciousness,0.0,-0.9,বদমেজাজ
unwilling,0.0,-0.9,অনিচ্ছুক
injustice,0.0,-0.9,অবিচার
sty,0.0,-0.9,জানুয়ারী
importune,0.0,-0.9,মৌসম
hum,0.0,-0.9,গুন্ গুন্
declines,0.0,-0.9,হ্রাসের
deteriorate,0.0,-0.9,ধসা
fatique,0.0,-0.9,fatique
gloomy,0.0,-0.9,মনমরা
beg,0.0,-0.9,প্রার্থনা করা
domineer,0.0,-0.9,আয়ত্ত করা
inappropriate,0.0,-0.9,অনুপযুক্ত
outlaw,0.0,-0.9,দস্যু
irk,0.0,-0.9,জাতি
perilously,0.0,-0.9,perilously
grievances,0.0,-0.9,ক্ষোভের
shiver,0.0,-0.9,শিহরণ
tyrant,0.0,-0.9,অত্যাচারী
idiocies,0.0,-0.9,idiocies
notoriously,0.0,-0.9,কুখ্যাতিপূর্ণভাবে
incorrigibly,0.0,-0.9,শুধরানো
rival,0.0,-0.9,প্রতিদ্বন্দ্বী
vibrates,0.0,-0.9,কম্পন না
downbeat,0.0,-0.9,নৈরাশ্যবাদী
dismaying,0.0,-0.9,আতঙ্কে
smug,0.0,-0.9,ফিটফাট
blinding,0.0,-0.9,দৃষ্টি আচ্ছন্নকারী
dissemble,0.0,-0.9,ছদ্মবেশ ধারণ করা
mortified,0.0,-0.9,ক্ষুব্ধ
heedless,0.0,-0.9,অসতর্ক
scandalized,0.0,-0.9,বাধা
disaster,0.0,-0.9,বিপর্যয়
hawkish,0.0,-0.9,কঠোর
inveigle,0.0,-0.9,মুগ্ধ করা
wiles,0.0,-0.9,ফুসলান
overdone,0.0,-0.9,ধরা
incomparable,0.0,-0.9,অনুপম
foulness,0.0,-0.9,নোংরামি
bumpy,0.0,-0.9,অসমান
collapse,0.0,-0.9,পতন
contradictory,0.0,-0.9,পরস্পরবিরোধী
absence,0.0,-0.9,অনুপস্থিতি
implication,0.0,-0.9,সংশ্লেষ
dwindling,0.0,-0.9,ক্ষীণ হত্তয়া
weary,0.0,-0.9,ক্লান্ত
avariciously,0.0,-0.9,লোভে
crashing,0.0,-0.9,বিপর্যয়
wretched,0.0,-0.9,হতভাগ্য
protesting,0.0,-0.9,প্রতিবাদী
pathetically,0.0,-0.9,করুণ
procrastinate,0.0,-0.9,গড়িমসি করা
hairloss,0.0,-0.9,চুল পরা
villify,0.0,-0.9,villify
daunting,0.0,-0.9,কঠিন
threat,0.0,-0.9,হুমকি
inadvisable,0.0,-0.9,অজ্ঞ
halfheartedly,0.0,-0.9,halfheartedly
revengeful,0.0,-0.9,প্রতিশোধপরায়ণ
ruts,0.0,-0.9,ruts
inconsiderately,0.0,-0.9,inconsiderately
aggressive,0.0,-0.9,আক্রমনাত্মক
slanderously,0.0,-0.9,slanderously
infamy,0.0,-0.9,অখ্যাতি
downturn,0.0,-0.9,মন্দা
fevers,0.0,-0.9,জ্বর
haughty,0.0,-0.9,উদ্ধত
anomaly,0.0,-0.9,ব্যতিক্রম
impoverish,0.0,-0.9,নি: স্ব করা
inimical,0.0,-0.9,ক্ষতিকর
nasty,0.0,-0.9,কদর্য
sob,0.0,-0.9,অধীনে
spoilled,0.0,-0.9,spoilled
conspiratorial,0.0,-0.9,ষড়্যন্ত্র-সংক্রান্ত
crisis,0.0,-0.9,সঙ্কট
dismissive,0.0,-0.9,উড়িয়ে
arbitrary,0.0,-0.9,ইচ্ছামত
recant,0.0,-0.9,পরিত্যাগ করা
topple,0.0,-0.9,ডিগবাজি খাইয়া পড়া
discord,0.0,-0.9,অনৈক্য
brainwash,0.0,-0.9,মগজ-ধোলাই
indoctrination,0.0,-0.9,মতদীক্ষাদান
grievously,0.0,-0.9,হুড়মুড়
sloppily,0.0,-0.9,sloppily
tramp,0.0,-0.9,পদব্রজে ভ্রমণ
obstinately,0.0,-0.9,দূরবর্তী পথ
succumb,0.0,-0.9,মারা যাওয়া
unrelentingly,0.0,-0.9,unrelentingly
strenuous,0.0,-0.9,শ্রমসাধ্য
water-down,0.0,-0.9,তরল করা
dissapointed,0.0,-0.9,dissapointed
scummy,0.0,-0.9,গাদ বা গাঁজলার মতো
skeptic,0.0,-0.9,সন্দেহবাদী
aches,0.0,-0.9,ব্যাথা
fleer,0.0,-0.9,উপহাস
insatiable,0.0,-0.9,অতৃপ্ত
tumultuous,0.0,-0.9,আবেগপূর্ণ
falsify,0.0,-0.9,মিথ্যা বর্ণনা করা
turbulent,0.0,-0.9,অবাধ্য
uneasy,0.0,-0.9,অস্থির
instigator,0.0,-0.9,প্ররোচক
jeer,0.0,-0.9,বার
lousy,0.0,-0.9,ইতর
sickly,0.0,-0.9,দুর্বল
symptoms,0.0,-0.9,লক্ষণ
despondent,0.0,-0.9,হতাশ
inoperable,0.0,-0.9,অস্ত্রোপচারের উপযোগী নয় এমন
lecherous,0.0,-0.9,লম্পট
compulsive,0.0,-0.9,বাধ্য করা
disgust,0.0,-0.9,বিতৃষ্ণা
regreted,0.0,-0.9,regreted
stalls,0.0,-0.9,স্টল
unacceptablely,0.0,-0.9,unacceptablely
rattled,0.0,-0.9,rattled
ostracize,0.0,-0.9,বহিষ্কৃত করা
swelling,0.0,-0.9,ফোলা
impulsively,0.0,-0.9,ঝোঁকের বশে
pains,0.0,-0.9,প্রযত্ন
squeaky,0.0,-0.9,squeaky
wretch,0.0,-0.9,নরাধম
polluters,0.0,-0.9,দূষণকারীদের
depressing,0.0,-0.9,দূর্বল
upheaval,0.0,-0.9,উত্ক্ষেপ
undercut,0.0,-0.9,অল্পাহার
uproar,0.0,-0.9,চিল্লাচিল্লি
bulkier,0.0,-0.9,bulkier
impose,0.0,-0.9,আরোপ করা
overplay,0.0,-0.9,বাড়াবাড়ি
guiltily,0.0,-0.9,guiltily
nightmare,0.0,-0.9,দুঃস্বপ্ন
confront,0.0,-0.9,মুখোমুখি
malevolence,0.0,-0.9,অমঙ্গল কামনা
disdainful,0.0,-0.9,তাচ্ছল্যপূর্ণ
midget,0.0,-0.9,বামন
allegations,0.0,-0.9,অভিযোগ
bellicose,0.0,-0.9,মারমুখো
hissing,0.0,-0.9,hissing
disruptive,0.0,-0.9,সংহতিনাশক
emphatically,0.0,-0.9,সজোরে
imprecision,0.0,-0.9,অনির্দিষ্টতা
brat,0.0,-0.9,ছোঁড়া
immorally,0.0,-0.9,অনৈতিক
conservative,0.0,-0.9,রক্ষণশীল
concerned,0.0,-0.9,সংশ্লিষ্ট
devastates,0.0,-0.9,devastates
limitation,0.0,-0.9,সীমাবদ্ধতা
poverty,0.0,-0.9,দারিদ্র্য
expired,0.0,-0.9,মেয়াদোত্তীর্ণ
dishonorable,0.0,-0.9,অপমানজনক
controversy,0.0,-0.9,বিতর্ক
slog,0.0,-0.9,বীট
atrocity,0.0,-0.9,নৃশংসতা
dislocated,0.0,-0.9,স্থানচ্যুত
belligerent,0.0,-0.9,যুধ্যমান
insouciance,0.0,-0.9,ভাবনাহীন
sidetracked,0.0,-0.9,বিক্ষিপ্ত
embroil,0.0,-0.9,পেঁচান
ill-mannered,0.0,-0.9,অভব্য
insolence,0.0,-0.9,ঔদ্ধত্য
tumbles,0.0,-0.9,টাম্বেলস
worthlessness,0.0,-0.9,অপদার্থতা
flighty,0.0,-0.9,দ্রুতগামী
quibbles,0.0,-0.9,বিতর্কের অবকাশ
runaway,0.0,-0.9,পলায়ন
servitude,0.0,-0.9,বশ্যতা
chatterbox,0.0,-0.9,বাচাল
miserable,0.0,-0.9,দু: স্থ
tacky,0.0,-0.9,আঠাল
malignant,0.0,-0.9,মারাত্মক
rebellious,0.0,-0.9,বিদ্রোহী
subdued,0.0,-0.9,হেরে
fanatic,0.0,-0.9,ধর্মান্ধ
stole,0.0,-0.9,উত্তরী
ail,0.0,-0.9,পুনরায়
drop-out,0.0,-0.9,বাদ পড়া
misjudgment,0.0,-0.9,ছোটো করে দেখা
garish,0.0,-0.9,চটকদার
inessential,0.0,-0.9,অদরকারী
regrettable,0.0,-0.9,অনুশোচীয়
bitch,0.0,-0.9,দুশ্চরিত্রা
blaspheme,0.0,-0.9,অপমান করা
obscenely,0.0,-0.9,obscenely
faltered,0.0,-0.9,বাধাপ্রাপ্ত হয়েছে
quitter,0.0,-0.9,চলে যেতে
rife,0.0,-0.9,বিদ্যমান
disgracefully,0.0,-0.9,disgracefully
exagerated,0.0,-0.9,exagerated
reluctantly,0.0,-0.9,অনিচ্ছায়
blasphemous,0.0,-0.9,ধর্মহীন
hedonistic,0.0,-0.9,আনন্দবাদী
contradiction,0.0,-0.9,অসঙ্গতি
astray,0.0,-0.9,বিপথে
rail,0.0,-0.9,রেল
goon,0.0,-0.9,গণ্ডমূর্খ
regrettably,0.0,-0.9,আফসোস
smudged,0.0,-0.9,smudged
spitefulness,0.0,-0.9,কুঁজড়াপনা
blister,0.0,-0.9,ফোস্কা
chasten,0.0,-0.9,মার্জিত করা
disapointed,0.0,-0.9,disapointed
disillusioned,0.0,-0.9,মোহমুক্ত
flat-out,0.0,-0.9,ফ্ল্যাট আউট
murderer,0.0,-0.9,খুনী
ridiculously,0.0,-0.9,হাস্যকর
hatred,0.0,-0.9,ঘৃণা
threatening,0.0,-0.9,হুমকি
lags,0.0,-0.9,lags
raving,0.0,-0.9,প্রলাপ
top-heavy,0.0,-0.9,মাথাভারী
abnormal,0.0,-0.9,অস্বাভাবিক
unfounded,0.0,-0.9,ভিত্তিহীন
uncomfy,0.0,-0.9,uncomfy
spilling,0.0,-0.9,spilling
hothead,0.0,-0.9,উগ্রস্বভাব ব্যক্তি
donside,0.0,-0.9,donside
wince,0.0,-0.9,সঙ্কুচিত হত্তয়া
cruelness,0.0,-0.9,cruelness
apprehension,0.0,-0.9,চেতনা
smudges,0.0,-0.9,ময়লা দাগগুলি
impedance,0.0,-0.9,ইম্পিডেন্স
coerce,0.0,-0.9,বাধ্য করা
deviously,0.0,-0.9,deviously
inept,0.0,-0.9,অদক্ষ
bashing,0.0,-0.9,bashing
rash,0.0,-0.9,ফুসকুড়ি
glut,0.0,-0.9,গোগ্রাসে গেলা
vestiges,0.0,-0.9,দেহাবশেষ
concerns,0.0,-0.9,উদ্বেগ
contentious,0.0,-0.9,কুস্বভাব
conspirator,0.0,-0.9,চক্রান্তকারী
glibly,0.0,-0.9,শতমুখে
shrew,0.0,-0.9,কলহপ্রি় স্ত্রীলোক
illegal,0.0,-0.9,অবৈধ
incredulously,0.0,-0.9,incredulously
viper,0.0,-0.9,সর্প
obscenity,0.0,-0.9,অশ্লীলতা
antiquated,0.0,-0.9,অপ্রচলিত
reluctant,0.0,-0.9,অনিচ্ছুক
quash,0.0,-0.9,রদ করা
murder,0.0,-0.9,হত্যা
powerless,0.0,-0.9,ক্ষমতাহীন
fascism,0.0,-0.9,ফ্যাসিবাদ
timidness,0.0,-0.9,ভীরুতা
regression,0.0,-0.9,প্রত্যাগতি
vibration,0.0,-0.9,কম্পন
miff,0.0,-0.9,বিরক্তিপ্রকাশ
inequalities,0.0,-0.9,অসাম্য
showdown,0.0,-0.9,চরম পরীক্ষা
bombardment,0.0,-0.9,গোলাবর্ষণ
startle,0.0,-0.9,আকস্মিক
vengeance,0.0,-0.9,প্রতিহিংসা
creeping,0.0,-0.9,লতানে
stymied,0.0,-0.9,কোণঠাসা
insults,0.0,-0.9,অপমান
zealously,0.0,-0.9,সোত্সাহে
impeach,0.0,-0.9,অভিযুক্ত করা
violent,0.0,-0.9,হিংসাত্মক
protests,0.0,-0.9,বিক্ষোভ
savagery,0.0,-0.9,বর্বরতার
anti-,0.0,-0.9,অপ-
cheaply,0.0,-0.9,সস্তায়
glib,0.0,-0.9,সাবলীল
insurmountable,0.0,-0.9,অনতিক্রম্য
agonize,0.0,-0.9,পীড়ন করা
fruitlessly,0.0,-0.9,fruitlessly
stiflingly,0.0,-0.9,stiflingly
hardship,0.0,-0.9,কষ্ট
wasted,0.0,-0.9,বরবাদ
inconveniently,0.0,-0.9,inconveniently
divisively,0.0,-0.9,divisively
writhe,0.0,-0.9,পাক দেত্তয়া
anti-us,0.0,-0.9,বিরোধী-উস
gallingly,0.0,-0.9,gallingly
inconceivably,0.0,-0.9,inconceivably
grouchy,0.0,-0.9,খিট্খিটে
crooks,0.0,-0.9,কথা বলবেন সে ধোঁকাবাজ
insolent,0.0,-0.9,উদ্ধত
wound,0.0,-0.9,ক্ষত
conflict,0.0,-0.9,দ্বন্দ্ব
unprove,0.0,-0.9,unprove
flaunt,0.0,-0.9,বাতাসে দোলা
miser,0.0,-0.9,বাজি
two-faced,0.0,-0.9,দুমুখো
mocked,0.0,-0.9,অবহসিত
inordinate,0.0,-0.9,অতিরিক্ত
panick,0.0,-0.9,panick
smell,0.0,-0.9,গন্ধ
thoughtless,0.0,-0.9,চিন্তাশূন্য
indecently,0.0,-0.9,অশোভনভাবে
craftly,0.0,-0.9,craftly
rot,0.0,-0.9,লাল
stuffy,0.0,-0.9,গুমোট
infidels,0.0,-0.9,কাফের
inhuman,0.0,-0.9,অমানুষ
despair,0.0,-0.9,হতাশা
dubitable,0.0,-0.9,dubitable
explode,0.0,-0.9,বিস্ফোরিত করা
objectionable,0.0,-0.9,আপত্তিকর
crass,0.0,-0.9,সংবেদনহীন
hallucinate,0.0,-0.9,অলীক কিছুর অস্তিতে বিশ্বাস জন্মান
failure,0.0,-0.9,ব্যর্থতা
fumes,0.0,-0.9,ধোঁয়া
warily,0.0,-0.9,সতর্কভাবে
displeased,0.0,-0.9,অসন্তুষ্ট
shortsighted,0.0,-0.9,অদূরদর্শী
unspeakablely,0.0,-0.9,unspeakablely
uncompromising,0.0,-0.9,অদম্য
distastefully,0.0,-0.9,distastefully
liability,0.0,-0.9,দায়
raked,0.0,-0.9,raked
barren,0.0,-0.9,অনুর্বর
presumptuously,0.0,-0.9,নিজের ধারণার
burning,0.0,-0.9,জ্বলন্ত
stranger,0.0,-0.9,নবজাতক
anxiety,0.0,-0.9,উদ্বেগ
craziness,0.0,-0.9,পাগলামি
mispronounces,0.0,-0.9,mispronounces
pollute,0.0,-0.9,দূষিত করেন
devastating,0.0,-0.9,বিধ্বংসী
dropout,0.0,-0.9,বাদ পড়া
rampage,0.0,-0.9,ছোটাছুটি
bereavement,0.0,-0.9,আত্মীয়ের মৃতু্য
suffering,0.0,-0.9,দুর্ভোগ
killjoy,0.0,-0.9,মূর্তিমান নিরানন্দ
hatefulness,0.0,-0.9,জঘন্যতা
overpriced,0.0,-0.9,বেশি দাম
senseless,0.0,-0.9,অচেতন
shemale,0.0,-0.9,নপুংসক
capitulate,0.0,-0.9,আত্মসমর্পণ করা
flaw,0.0,-0.9,ত্রুটি
imbroglio,0.0,-0.9,জটিল অবস্থা
boil,0.0,-0.9,ফুটান
sleazy,0.0,-0.9,পাতলা
morbid,0.0,-0.9,অস্বাস্থ্যকর
disrespecting,0.0,-0.9,অসম্মান
superficiality,0.0,-0.9,বহিরঙ্গ
obsolete,0.0,-0.9,অপ্রচলিত
disreputable,0.0,-0.9,কলঙ্কিত
enrage,0.0,-0.9,ক্ষিপ্ত করা
wreak,0.0,-0.9,প্রতিহিংসা গ্রহণ করা
revert,0.0,-0.9,প্রত্যাবর্তন
overacted,0.0,-0.9,overacted
letch,0.0,-0.9,letch
torturous,0.0,-0.9,নির্যাতনকে
droop,0.0,-0.9,ঝুঁকিয়া পড়া
suffered,0.0,-0.9,সহ্য
reviled,0.0,-0.9,অপমান
delirious,0.0,-0.9,উন্মত্ত
aspersions,0.0,-0.9,aspersions
foolishness,0.0,-0.9,নির্বুদ্ধিতা
ailment,0.0,-0.9,আময়
deceitful,0.0,-0.9,শঠ
exasperating,0.0,-0.9,ক্রুদ্ধ
frighten,0.0,-0.9,আতঙ্কিত
grieve,0.0,-0.9,দূঃখের
convoluted,0.0,-0.9,সংবর্ত
restlessness,0.0,-0.9,অস্থিরতা
reticent,0.0,-0.9,স্বল্পভাষী
disavowal,0.0,-0.9,অস্বীকৃতি
unjustifiably,0.0,-0.9,অসমর্থনীয়রূপে
infested,0.0,-0.9,ভরা
inordinately,0.0,-0.9,নিপীড়িত
decadence,0.0,-0.9,অবক্ষয়
excessive,0.0,-0.9,অত্যধিক
dope,0.0,-0.9,আফিম
exacerbate,0.0,-0.9,বাড়িয়েই
forebodingly,0.0,-0.9,forebodingly
pretentious,0.0,-0.9,দাম্ভিক
thirst,0.0,-0.9,তৃষ্ণা
goofy,0.0,-0.9,বোকা
uproot,0.0,-0.9,উপড়াইয়া ফেলা
war-like,0.0,-0.9,যুদ্ধ মত
despise,0.0,-0.9,অবজ্ঞা করা
rascal,0.0,-0.9,বদমাশ
tangled,0.0,-0.9,জট
shrivel,0.0,-0.9,কোঁচকান
toll,0.0,-0.9,উপশুল্ক
pedantic,0.0,-0.9,গোঁড়া
criticized,0.0,-0.9,সমালোচনা
agonies,0.0,-0.9,agonies
plotters,0.0,-0.9,ষড়যন্ত্রকারীদের
undid,0.0,-0.9,ফেরানো হয়েছে
darkness,0.0,-0.9,অন্ধকার
