Term,PosScore,NegScore,Telugu
overwhelmingly,0.0,-0.9,ముంచెత్తింది
scorching,0.0,-0.9,కాలిపోయాయి
revile,0.0,-0.9,తిట్టు
fissures,0.0,-0.9,పగుళ్ళు
unlamentable,0.0,-0.9,unlamentable
gimmicky,0.0,-0.9,అసాధారణ చర్య
blameworthy,0.0,-0.9,నిందార్హమైన
crabby,0.0,-0.9,crabby
stampede,0.0,-0.9,తొక్కిసలాట
hegemonism,0.0,-0.9,hegemonism
alarmingly,0.0,-0.9,భయంకరంగా
authoritarian,0.0,-0.9,అధికార
reprove,0.0,-0.9,గద్దించునేమో
bemused,0.0,-0.9,తోచకుండా
imposing,0.0,-0.9,గంభీరమైన
fidgety,0.0,-0.9,కరవడం
discourteous,0.0,-0.9,అమర్యాదకరమైన
suffocate,0.0,-0.9,ఊపిరి ఆడకుండా
irrationalities,0.0,-0.9,irrationalities
attacks,0.0,-0.9,దాడులు
ill-treatment,0.0,-0.9,అనారోగ్యంతో చికిత్స
desititute,0.0,-0.9,desititute
bent,0.0,-0.9,ఉన్నాయి
unequal,0.0,-0.9,అసమాన
sagging,0.0,-0.9,కుంగిపోయిన
nettle,0.0,-0.9,దురదగొండి
murderously,0.0,-0.9,హత్యకు ప్రయత్నించే
severity,0.0,-0.9,తీవ్రత
trashed,0.0,-0.9,ట్రాష్
repulsively,0.0,-0.9,repulsively
chaos,0.0,-0.9,ఖోస్
hung,0.0,-0.9,హంగ్
despairing,0.0,-0.9,నిరుత్సాహ పరిచే
lifeless,0.0,-0.9,పార్థివ
nauseatingly,0.0,-0.9,nauseatingly
haggard,0.0,-0.9,వికారమైన
inglorious,0.0,-0.9,ఇన్గ్లోరియస్
delirium,0.0,-0.9,సన్నిపాతం
inaction,0.0,-0.9,అలక్ష్యం
incessantly,0.0,-0.9,నిరంతరం
misses,0.0,-0.9,మిసెస్
reject,0.0,-0.9,తిరస్కరించడానికి
dejection,0.0,-0.9,మలవిసర్జన గావించు
distrust,0.0,-0.9,అపనమ్మకం
bruised,0.0,-0.9,గాయపడేది
spoil,0.0,-0.9,దోపుడుసొమ్ము
fractiously,0.0,-0.9,కోపముగా
queer,0.0,-0.9,క్వీర్
crowded,0.0,-0.9,రద్దీగా
fastuous,0.0,-0.9,fastuous
torment,0.0,-0.9,హింసకు
spewing,0.0,-0.9,spewing
atrophy,0.0,-0.9,క్షీణత
inaccuracy,0.0,-0.9,దోషాన్ని
viciousness,0.0,-0.9,viciousness
unwilling,0.0,-0.9,ఇష్టపడలేదు
injustice,0.0,-0.9,అన్యాయాన్ని
sty,0.0,-0.9,జనవరి
importune,0.0,-0.9,బుతువు
hum,0.0,-0.9,హమ్
declines,0.0,-0.9,క్షీణత
deteriorate,0.0,-0.9,క్షీణించటం
fatique,0.0,-0.9,fatique
gloomy,0.0,-0.9,దిగులుగా
beg,0.0,-0.9,బేగ్
domineer,0.0,-0.9,ఆధిపత్యం
inappropriate,0.0,-0.9,సరికాని
outlaw,0.0,-0.9,నేరస్థుడు
irk,0.0,-0.9,రేసు
perilously,0.0,-0.9,perilously
grievances,0.0,-0.9,మనోవేదనల్లో
shiver,0.0,-0.9,వణుకు
tyrant,0.0,-0.9,క్రూర
idiocies,0.0,-0.9,idiocies
notoriously,0.0,-0.9,పోషకాల
incorrigibly,0.0,-0.9,incorrigibly
rival,0.0,-0.9,ప్రత్యర్థి
vibrates,0.0,-0.9,కంపనం
downbeat,0.0,-0.9,డౌన్బీట్
dismaying,0.0,-0.9,dismaying
smug,0.0,-0.9,సంతృప్తిగల
blinding,0.0,-0.9,బ్లైండింగ్
dissemble,0.0,-0.9,dissemble
mortified,0.0,-0.9,అరు
heedless,0.0,-0.9,శ్రద్ధలేని
scandalized,0.0,-0.9,భ్రమింపజేసింది
disaster,0.0,-0.9,విపత్తు
hawkish,0.0,-0.9,hawkish
inveigle,0.0,-0.9,తమాషాచేసి
wiles,0.0,-0.9,wiles
overdone,0.0,-0.9,ర్లు
incomparable,0.0,-0.9,సాటిలేని
foulness,0.0,-0.9,ముఱికి
bumpy,0.0,-0.9,ఎగుడుదిగుడుగా
collapse,0.0,-0.9,పతనం
contradictory,0.0,-0.9,విరుద్ధ
absence,0.0,-0.9,లేకపోవడం
implication,0.0,-0.9,సూత్రప్రాయంగా
dwindling,0.0,-0.9,క్షీణించిపోతున్న
weary,0.0,-0.9,అలసిపోయి
avariciously,0.0,-0.9,avariciously
crashing,0.0,-0.9,క్రాషింగ్
wretched,0.0,-0.9,దౌర్భాగ్యమైన
protesting,0.0,-0.9,నిరసన
pathetically,0.0,-0.9,దారు ణం
procrastinate,0.0,-0.9,procrastinate
hairloss,0.0,-0.9,జుట్టు రాలిపోవుట
villify,0.0,-0.9,villify
daunting,0.0,-0.9,కష్టమైన
threat,0.0,-0.9,ముప్పు
inadvisable,0.0,-0.9,అనుచితమయిన
halfheartedly,0.0,-0.9,halfheartedly
revengeful,0.0,-0.9,ప్రతీకారం
ruts,0.0,-0.9,జాడల మార్గాలను
inconsiderately,0.0,-0.9,inconsiderately
aggressive,0.0,-0.9,దూకుడు
slanderously,0.0,-0.9,slanderously
infamy,0.0,-0.9,అపకీర్తి
downturn,0.0,-0.9,మాంద్యం
fevers,0.0,-0.9,జ్వరాలు
haughty,0.0,-0.9,గర్వముగల
anomaly,0.0,-0.9,విపరీతమైనది
impoverish,0.0,-0.9,బ్రతుకులు
inimical,0.0,-0.9,వ్యతిరేకమైన
nasty,0.0,-0.9,దుష్ట
sob,0.0,-0.9,కింద
spoilled,0.0,-0.9,spoilled
conspiratorial,0.0,-0.9,కుట్రపూరిత
crisis,0.0,-0.9,సంక్షోభం
dismissive,0.0,-0.9,మాటకు
arbitrary,0.0,-0.9,ఏకపక్ష
recant,0.0,-0.9,బహిరంగ ఉపసంహరణ
topple,0.0,-0.9,జయించాయి
discord,0.0,-0.9,అసమ్మతి
brainwash,0.0,-0.9,జ్ఞాన వత్తిడి
indoctrination,0.0,-0.9,సిద్ధాంత
grievously,0.0,-0.9,దుస్సహముగా
sloppily,0.0,-0.9,sloppily
tramp,0.0,-0.9,ట్రాంప్
obstinately,0.0,-0.9,obstinately
succumb,0.0,-0.9,రాయవచ్చు
unrelentingly,0.0,-0.9,unrelentingly
strenuous,0.0,-0.9,శక్తివంతమైన అభిప్రాయాల
water-down,0.0,-0.9,నీటి డౌన్
dissapointed,0.0,-0.9,dissapointed
scummy,0.0,-0.9,scummy
skeptic,0.0,-0.9,సంశయవాది
aches,0.0,-0.9,నొప్పులు
fleer,0.0,-0.9,హస్యము
insatiable,0.0,-0.9,అత్యాశగల
tumultuous,0.0,-0.9,గందరగోళ
falsify,0.0,-0.9,తప్పు చెయ్యడం
turbulent,0.0,-0.9,కల్లోల
uneasy,0.0,-0.9,అననుకూల
instigator,0.0,-0.9,instigator
jeer,0.0,-0.9,సార్లు
lousy,0.0,-0.9,lousy
sickly,0.0,-0.9,పాలిపోయినట్టు
symptoms,0.0,-0.9,లక్షణాలు
despondent,0.0,-0.9,నిరాశతో
inoperable,0.0,-0.9,శస్త్రచికిత్స సాధ్యంకాని
lecherous,0.0,-0.9,లెచెరాస్
compulsive,0.0,-0.9,కంపల్సివ్
disgust,0.0,-0.9,అసహ్యము
regreted,0.0,-0.9,regreted
stalls,0.0,-0.9,స్టాల్స్
unacceptablely,0.0,-0.9,unacceptablely
rattled,0.0,-0.9,వణుకుతున్న
ostracize,0.0,-0.9,బహిష్కరించబడిన వాడు
swelling,0.0,-0.9,వాపు
impulsively,0.0,-0.9,ఉద్రేకంతో
pains,0.0,-0.9,నొప్పులు
squeaky,0.0,-0.9,squeaky
wretch,0.0,-0.9,దౌర్భాగ్యుడు
polluters,0.0,-0.9,కాలుష్యకారకాలు
depressing,0.0,-0.9,నిరుత్సాహపరిచిన
upheaval,0.0,-0.9,తిరుగుబాటు
undercut,0.0,-0.9,ధాటిగా
uproar,0.0,-0.9,గొడవలు
bulkier,0.0,-0.9,పెద్దవిగా
impose,0.0,-0.9,విధించే
overplay,0.0,-0.9,overplay
guiltily,0.0,-0.9,నేరముగా
nightmare,0.0,-0.9,నైట్మేర్
confront,0.0,-0.9,అదుపుచేయలేని
malevolence,0.0,-0.9,ద్వేషం
disdainful,0.0,-0.9,భావంతో
midget,0.0,-0.9,Midget
allegations,0.0,-0.9,ఆరోపణలు
bellicose,0.0,-0.9,జగడాలమారైన
hissing,0.0,-0.9,hissing
disruptive,0.0,-0.9,మోసకారి
emphatically,0.0,-0.9,పైకెత్తి
imprecision,0.0,-0.9,ఖచ్చితంగా చెప్పలేని
brat,0.0,-0.9,బ్రాట్
immorally,0.0,-0.9,immorally
conservative,0.0,-0.9,సంప్రదాయవాద
concerned,0.0,-0.9,సంబంధిత
devastates,0.0,-0.9,devastates
limitation,0.0,-0.9,పరిమితి
poverty,0.0,-0.9,పేదరికం
expired,0.0,-0.9,గడువు
dishonorable,0.0,-0.9,అగౌరవ
controversy,0.0,-0.9,వివాదం
slog,0.0,-0.9,బీట్
atrocity,0.0,-0.9,దురాగతాన్ని
dislocated,0.0,-0.9,మోచెయ్యి
belligerent,0.0,-0.9,పోరాడే
insouciance,0.0,-0.9,నిర్లక్ష్య
sidetracked,0.0,-0.9,sidetracked
embroil,0.0,-0.9,కలవ బెట్టు
ill-mannered,0.0,-0.9,అనారోగ్యంతో సభ్యత
insolence,0.0,-0.9,insolence
tumbles,0.0,-0.9,టంబుల్స్
worthlessness,0.0,-0.9,worthlessness
flighty,0.0,-0.9,చిత్తచాంచల్యమైన
quibbles,0.0,-0.9,quibbles
runaway,0.0,-0.9,పారిపో
servitude,0.0,-0.9,దాస్యం
chatterbox,0.0,-0.9,chatterbox
miserable,0.0,-0.9,బాధాకరమైన
tacky,0.0,-0.9,పనికిమాలిన
malignant,0.0,-0.9,ప్రాణాంతక
rebellious,0.0,-0.9,తిరుగుబాటు
subdued,0.0,-0.9,వశపరచుకున్నారు
fanatic,0.0,-0.9,మోజు
stole,0.0,-0.9,దొంగిలించారు
ail,0.0,-0.9,తిరిగి
drop-out,0.0,-0.9,వదిలివేయడం
misjudgment,0.0,-0.9,తప్పుగా అంచనా వేయడంతో
garish,0.0,-0.9,ఆడంబరమైన
inessential,0.0,-0.9,అనావశ్యకమయిన
regrettable,0.0,-0.9,regrettable
bitch,0.0,-0.9,బిచ్
blaspheme,0.0,-0.9,అసభ్య
obscenely,0.0,-0.9,అసభ్యమైన
faltered,0.0,-0.9,చతికిలబడి
quitter,0.0,-0.9,వెళ్ళిపోవుట
rife,0.0,-0.9,ఊపందుకున్నాయి
disgracefully,0.0,-0.9,disgracefully
exagerated,0.0,-0.9,exagerated
reluctantly,0.0,-0.9,అయిష్టంగానే
blasphemous,0.0,-0.9,దైవ
hedonistic,0.0,-0.9,ఆనందానికి
contradiction,0.0,-0.9,వైరుధ్యం
astray,0.0,-0.9,దారితప్పిన
rail,0.0,-0.9,రైలు
goon,0.0,-0.9,కొనసాగించు
regrettably,0.0,-0.9,ఆ దురదృష్టకర
smudged,0.0,-0.9,smudged
spitefulness,0.0,-0.9,spitefulness
blister,0.0,-0.9,పొక్కు
chasten,0.0,-0.9,తీవ్రతను తగ్గించు
disapointed,0.0,-0.9,disapointed
disillusioned,0.0,-0.9,భ్రమలు
flat-out,0.0,-0.9,చదునుగా చేయుట
murderer,0.0,-0.9,హంతకుడు
ridiculously,0.0,-0.9,హాస్యాస్పదమైన
hatred,0.0,-0.9,ద్వేషం
threatening,0.0,-0.9,బెదిరించడం
lags,0.0,-0.9,లాగ్స్
raving,0.0,-0.9,రావింగ్
top-heavy,0.0,-0.9,టాప్ భారీ
abnormal,0.0,-0.9,అసాధారణ
unfounded,0.0,-0.9,అబద్ధమైన
uncomfy,0.0,-0.9,uncomfy
spilling,0.0,-0.9,మిగలకుండా
hothead,0.0,-0.9,hothead
donside,0.0,-0.9,డాన్సైడ్
wince,0.0,-0.9,జంకు
cruelness,0.0,-0.9,cruelness
apprehension,0.0,-0.9,దిగులు
smudges,0.0,-0.9,smudges
impedance,0.0,-0.9,ఆటంకం
coerce,0.0,-0.9,బలవంతపెట్టడానికి
deviously,0.0,-0.9,deviously
inept,0.0,-0.9,పనికిమాలినది
bashing,0.0,-0.9,బాషింగ్
rash,0.0,-0.9,దద్దుర్లు
glut,0.0,-0.9,సమృద్ధిని
vestiges,0.0,-0.9,అవశేషాలు
concerns,0.0,-0.9,ఆందోళనలు
contentious,0.0,-0.9,వివాదస్పద
conspirator,0.0,-0.9,కుట్రదారుగా
glibly,0.0,-0.9,దడదడమని
shrew,0.0,-0.9,ష్రూ
illegal,0.0,-0.9,అక్రమ
incredulously,0.0,-0.9,.ఇంద్రబాబుతో
viper,0.0,-0.9,వైపర్
obscenity,0.0,-0.9,అసభ్య
antiquated,0.0,-0.9,పురాతన
reluctant,0.0,-0.9,అయిష్టంగా
quash,0.0,-0.9,కొట్టివేయాలని
murder,0.0,-0.9,హత్య
powerless,0.0,-0.9,మారుమూల
fascism,0.0,-0.9,ఫాసిజం
timidness,0.0,-0.9,timidness
regression,0.0,-0.9,రిగ్రెషన్
vibration,0.0,-0.9,కదలిక
miff,0.0,-0.9,miff
inequalities,0.0,-0.9,అసమానతలు
showdown,0.0,-0.9,షోడౌన్
bombardment,0.0,-0.9,బాంబుల వర్షం
startle,0.0,-0.9,స్టార్టిల్
vengeance,0.0,-0.9,ప్రతీకారం
creeping,0.0,-0.9,చర్మము
stymied,0.0,-0.9,stymied
insults,0.0,-0.9,అవమానాలకి
zealously,0.0,-0.9,ఈర్ష్యగా
impeach,0.0,-0.9,మహాభియోగానికి
violent,0.0,-0.9,హింసాత్మక
protests,0.0,-0.9,నిరసనలు
savagery,0.0,-0.9,హింసాత్మక ప్రవర్తన
anti-,0.0,-0.9,వ్యతిరేక
cheaply,0.0,-0.9,చౌకగా
glib,0.0,-0.9,గ్లిబ్
insurmountable,0.0,-0.9,అధిగమించలేని
agonize,0.0,-0.9,వేధించు
fruitlessly,0.0,-0.9,వ్యర్థముగా
stiflingly,0.0,-0.9,stiflingly
hardship,0.0,-0.9,కష్టాలలో
wasted,0.0,-0.9,వృధా
inconveniently,0.0,-0.9,inconveniently
divisively,0.0,-0.9,divisively
writhe,0.0,-0.9,బాధతో మెలికలు తిరుగు
anti-us,0.0,-0.9,వ్యతిరేక సంయుక్త
gallingly,0.0,-0.9,gallingly
inconceivably,0.0,-0.9,inconceivably
grouchy,0.0,-0.9,దిశ
crooks,0.0,-0.9,క్రూక్స్
insolent,0.0,-0.9,పెంకితనంగల
wound,0.0,-0.9,గాయం
conflict,0.0,-0.9,సంఘర్షణ
unprove,0.0,-0.9,unprove
flaunt,0.0,-0.9,కులుకు
miser,0.0,-0.9,పందెం
two-faced,0.0,-0.9,రెండు ముఖములు
mocked,0.0,-0.9,వెక్కిరిస్తూ
inordinate,0.0,-0.9,మితిమీరిన
panick,0.0,-0.9,panick
smell,0.0,-0.9,వాసన
thoughtless,0.0,-0.9,ఆలోచన లేని
indecently,0.0,-0.9,indecently
craftly,0.0,-0.9,craftly
rot,0.0,-0.9,ఎరుపు
stuffy,0.0,-0.9,stuffy
infidels,0.0,-0.9,నాస్తికుల
inhuman,0.0,-0.9,అమానుష
despair,0.0,-0.9,నిరాశ
dubitable,0.0,-0.9,dubitable
explode,0.0,-0.9,పేలు
objectionable,0.0,-0.9,అభ్యంతరకరమైన
crass,0.0,-0.9,క్రాస్
hallucinate,0.0,-0.9,Hallucinate
failure,0.0,-0.9,వైఫల్యం
fumes,0.0,-0.9,పొగలు
warily,0.0,-0.9,జాగ్రత్తతో
displeased,0.0,-0.9,అసంతృప్తి
shortsighted,0.0,-0.9,shortsighted
unspeakablely,0.0,-0.9,unspeakablely
uncompromising,0.0,-0.9,రాజీపడని
distastefully,0.0,-0.9,distastefully
liability,0.0,-0.9,బాధ్యత
raked,0.0,-0.9,చదునైన
barren,0.0,-0.9,బంజరు
presumptuously,0.0,-0.9,presumptuously
burning,0.0,-0.9,బర్నింగ్
stranger,0.0,-0.9,వాడిగా
anxiety,0.0,-0.9,ఆందోళన
craziness,0.0,-0.9,craziness
mispronounces,0.0,-0.9,mispronounces
pollute,0.0,-0.9,కలుషితం
devastating,0.0,-0.9,విధ్వంసకర
dropout,0.0,-0.9,వదిలివేయడం
rampage,0.0,-0.9,వినాశనం
bereavement,0.0,-0.9,ఈ మరణం
suffering,0.0,-0.9,బాధ
killjoy,0.0,-0.9,killjoy
hatefulness,0.0,-0.9,హేయత
overpriced,0.0,-0.9,ఓవర్
senseless,0.0,-0.9,అతీతమైన
shemale,0.0,-0.9,షీమేల్
capitulate,0.0,-0.9,లొంగిపోదామని
flaw,0.0,-0.9,దోషం
imbroglio,0.0,-0.9,తిరస్కారము
boil,0.0,-0.9,వేసి
sleazy,0.0,-0.9,నీతిలేని
morbid,0.0,-0.9,వ్యాధిగ్రస్తమైన
disrespecting,0.0,-0.9,అవమానించడం
superficiality,0.0,-0.9,సారహీనం
obsolete,0.0,-0.9,వాడుకలో
disreputable,0.0,-0.9,గౌరవనీయులు
enrage,0.0,-0.9,రెచ్చగొట్టు
wreak,0.0,-0.9,ప్రకటించు
revert,0.0,-0.9,revert
overacted,0.0,-0.9,overacted
letch,0.0,-0.9,letch
torturous,0.0,-0.9,చిత్రహింసలకు లోనైనట్లు
droop,0.0,-0.9,వంగిపో
suffered,0.0,-0.9,బాధపడ్డాడు
reviled,0.0,-0.9,దూషించబడ్డాడని
delirious,0.0,-0.9,డెలిరస్
aspersions,0.0,-0.9,aspersions
foolishness,0.0,-0.9,అవివేకము
ailment,0.0,-0.9,వ్యాధి
deceitful,0.0,-0.9,మాయమైన
exasperating,0.0,-0.9,exasperating
frighten,0.0,-0.9,Frighten
grieve,0.0,-0.9,గ్రీవ్
convoluted,0.0,-0.9,మెలికలు
restlessness,0.0,-0.9,విశ్రాంతి లేకపోవడం
reticent,0.0,-0.9,మాట్లాడే స్వభావం గల
disavowal,0.0,-0.9,disavowal
