Term,PosScore,NegScore,Kannada
finest,0.9,0.0,ಅತ್ಯುತ್ತಮ
recommendation,0.9,0.0,ಶಿಫಾರಸು
astonishing,0.9,0.0,ಬೆರಗುಗೊಳಿಸುವ
enrapt,0.9,0.0,ಎನ್ರಾಪ್ಟ್
honesty,0.9,0.0,ಪ್ರಾಮಾಣಿಕತೆ
luxury,0.9,0.0,ಐಷಾರಾಮಿ
futuristic,0.9,0.0,ಭವಿಷ್ಯದ
important,0.9,0.0,ಮುಖ್ಯ
gaily,0.9,0.0,ಸಂತೋಷ
smooth,0.9,0.0,ನಯವಾದ
stronger,0.9,0.0,ಬಲವಾದ
high-spirited,0.9,0.0,ಉನ್ನತ ಮನೋಭಾವದ
succeeding,0.9,0.0,ಯಶಸ್ವಿಯಾಗಿದೆ
beloved,0.9,0.0,ಪ್ರಿಯ
beautifully,0.9,0.0,ಸುಂದರವಾಗಿ
sustainable,0.9,0.0,ಸುಸ್ಥಿರ
staunch,0.9,0.0,ದೃ .ವಾದ
nice,0.9,0.0,Sundara
acclamation,0.9,0.0,ಮೆಚ್ಚುಗೆ
stellar,0.9,0.0,ನಾಕ್ಷತ್ರಿಕ
favorited,0.9,0.0,ಮೆಚ್ಚಿನವು
zenith,0.9,0.0,ಉತ್ತುಂಗ
courteous,0.9,0.0,ವಿನಯಶೀಲ
heroically,0.9,0.0,ವೀರೋಚಿತವಾಗಿ
lucky,0.9,0.0,ಅದೃಷ್ಟ
correctly,0.9,0.0,ಸರಿಯಾಗಿ
prudent,0.9,0.0,ವಿವೇಕಯುತ
success,0.9,0.0,ಯಶಸ್ಸು
lustrous,0.9,0.0,ಹೊಳಪು
non-violent,0.9,0.0,ಅಹಿಂಸಾತ್ಮಕ
fervid,0.9,0.0,ಉತ್ಸಾಹಭರಿತ
gratifying,0.9,0.0,ಸಂತೋಷಕರ
statuesque,0.9,0.0,ಪ್ರತಿಮೆ
heartening,0.9,0.0,ಹೃದಯ ತುಂಬುವ
unequivocally,0.9,0.0,ನಿಸ್ಸಂದಿಗ್ಧವಾಗಿ
brand-new,0.9,0.0,ಹೊಚ್ಚಹೊಸ
blockbuster,0.9,0.0,ಬ್ಲಾಕ್ಬಸ್ಟರ್
breathtaking,0.9,0.0,ಉಸಿರು
remission,0.9,0.0,ಉಪಶಮನ
heal,0.9,0.0,ಗುಣಪಡಿಸು
accomodative,0.9,0.0,ವಸತಿ
ebullience,0.9,0.0,ebullience
rightness,0.9,0.0,ಸರಿಯಾದತೆ
nobly,0.9,0.0,ಉದಾತ್ತ
finer,0.9,0.0,ಸೂಕ್ಷ್ಮ
gaiety,0.9,0.0,ಸಂತೋಷ
eagerly,0.9,0.0,ಕಾತುರದಿಂದ
accessable,0.9,0.0,ಪ್ರವೇಶಿಸಬಹುದಾಗಿದೆ
acclaim,0.9,0.0,ಮೆಚ್ಚುಗೆ
self-sufficient,0.9,0.0,ಸ್ವಾವಲಂಬಿ
adulatory,0.9,0.0,ಸಂಯೋಜನೆ
roomy,0.9,0.0,ರೂಮಿ
harmonious,0.9,0.0,ಸಾಮರಸ್ಯ
ecstatically,0.9,0.0,ಭಾವಪರವಶವಾಗಿ
relent,0.9,0.0,ಪಶ್ಚಾತ್ತಾಪ
impassioned,0.9,0.0,ಭಾವೋದ್ರಿಕ್ತ
rectifying,0.9,0.0,ಸರಿಪಡಿಸುವುದು
prize,0.9,0.0,ಬಹುಮಾನ
beauteous,0.9,0.0,ಸುಂದರವಾದ
confidence,0.9,0.0,ವಿಶ್ವಾಸ
cherished,0.9,0.0,ಪಾಲಿಸಬೇಕಾದ
outstrip,0.9,0.0,ಹೊರಗಡೆ
wieldy,0.9,0.0,ಸಮರ್ಥ
picturesque,0.9,0.0,ಆಕರ್ಷಕ
educated,0.9,0.0,ವಿದ್ಯಾವಂತರು
dauntless,0.9,0.0,ಬೆದರಿಸದ
embolden,0.9,0.0,ಧೈರ್ಯಶಾಲಿ
reaffirmation,0.9,0.0,ಪುನರ್ ದೃ mation ೀಕರಣ
cost-saving,0.9,0.0,ವೆಚ್ಚ ಉಳಿತಾಯ
brainy,0.9,0.0,ಬುದ್ದಿವಂತ
unencumbered,0.9,0.0,ಲೆಕ್ಕವಿಲ್ಲ
amenity,0.9,0.0,ಸೌಕರ್ಯ
valor,0.9,0.0,ಮೌಲ್ಯ
convience,0.9,0.0,ಆತ್ಮವಿಶ್ವಾಸ
err-free,0.9,0.0,ದೋಷ ಮುಕ್ತ
hotcake,0.9,0.0,ಹಾಟ್ಕೇಕ್
delighted,0.9,0.0,ಸಂತೋಷವಾಯಿತು
prestigious,0.9,0.0,ಪ್ರತಿಷ್ಠಿತ
amazingly,0.9,0.0,ಆಶ್ಚರ್ಯಕರವಾಗಿ
encourage,0.9,0.0,ಪ್ರೋತ್ಸಾಹಿಸಲು
liked,0.9,0.0,ಇಷ್ಟಪಟ್ಟಿದ್ದಾರೆ
correct,0.9,0.0,ಸರಿಯಾದ
outdo,0.9,0.0,ಹೊರಗಡೆ
helped,0.9,0.0,ಸಹಾಯ ಮಾಡಿದೆ
accolade,0.9,0.0,ಪುರಸ್ಕಾರ
invulnerable,0.9,0.0,ಅವೇಧನೀಯ
defeating,0.9,0.0,ಸೋಲಿಸುವುದು
gems,0.9,0.0,ರತ್ನಗಳು
low-priced,0.9,0.0,ಕಡಿಮೆ ಬೆಲೆಯ
patiently,0.9,0.0,ತಾಳ್ಮೆಯಿಂದ
dazzle,0.9,0.0,ಬೆರಗುಗೊಳಿಸುತ್ತದೆ
enviable,0.9,0.0,ಅಪೇಕ್ಷಣೀಯ
engaging,0.9,0.0,ಆಕರ್ಷಕವಾಗಿ
ingenuous,0.9,0.0,ಚತುರ
peach,0.9,0.0,ಪೀಚ್
gleefully,0.9,0.0,ಸಂತೋಷದಿಂದ
supurbly,0.9,0.0,ಮೇಲ್ನೋಟಕ್ಕೆ
refund,0.9,0.0,ಮರುಪಾವತಿ
lower-priced,0.9,0.0,ಕಡಿಮೆ ಬೆಲೆಯ
patriotic,0.9,0.0,ದೇಶಭಕ್ತಿ
calmness,0.9,0.0,ಶಾಂತತೆ
irreplaceable,0.9,0.0,ಭರಿಸಲಾಗದ
fearlessly,0.9,0.0,ನಿರ್ಭಯವಾಗಿ
steadfastly,0.9,0.0,ಸ್ಥಿರವಾಗಿ
exalting,0.9,0.0,ಉದಾತ್ತತೆ
trustworthiness,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹತೆ
accommodative,0.9,0.0,ವಸತಿ
unrestricted,0.9,0.0,ಅನಿಯಂತ್ರಿತ
affordably,0.9,0.0,ಕೈಗೆಟುಕುವ
appeal,0.9,0.0,ಮನವಿಯನ್ನು
integrated,0.9,0.0,ಸಂಯೋಜಿತ
dead-on,0.9,0.0,ಡೆಡ್-ಆನ್
remarkable,0.9,0.0,ಗಮನಾರ್ಹ
brainiest,0.9,0.0,ಬುದ್ದಿವಂತ
time-honored,0.9,0.0,ಸಮಯ-ಗೌರವ
savior,0.9,0.0,ಸಂರಕ್ಷಕ
backbone,0.9,0.0,ಬೆನ್ನೆಲುಬು
outstandingly,0.9,0.0,ಅತ್ಯುತ್ತಮವಾಗಿ
amazement,0.9,0.0,ಬೆರಗು
replaceable,0.9,0.0,ಬದಲಾಯಿಸಬಹುದಾದ
swankiest,0.9,0.0,ಸ್ವಾಂಕಿಯೆಸ್ಟ್
energy-saving,0.9,0.0,ಇಂಧನ ಉಳಿತಾಯ
prodigious,0.9,0.0,ಅದ್ಭುತ
amicably,0.9,0.0,ಸೌಹಾರ್ದಯುತವಾಗಿ
guarantee,0.9,0.0,ಖಾತರಿ
simplifying,0.9,0.0,ಸರಳೀಕರಿಸುವುದು
supremacy,0.9,0.0,ಪ್ರಾಬಲ್ಯ
softer,0.9,0.0,ಮೃದುವಾದ
honest,0.9,0.0,ಪ್ರಾಮಾಣಿಕ
covenant,0.9,0.0,ಒಡಂಬಡಿಕೆ
striking,0.9,0.0,ಹೊಡೆಯುವ
sensitive,0.9,0.0,ಸೂಕ್ಷ್ಮ
attractively,0.9,0.0,ಆಕರ್ಷಕವಾಗಿ
electrify,0.9,0.0,ವಿದ್ಯುದ್ದೀಕರಿಸಿ
best-performing,0.9,0.0,ಉತ್ತಮ ಪ್ರದರ್ಶನ
simplify,0.9,0.0,ಸರಳಗೊಳಿಸುವ
spellbinding,0.9,0.0,ಕಾಗುಣಿತ
cure-all,0.9,0.0,ಗುಣಪಡಿಸು-ಎಲ್ಲಾ
hands-down,0.9,0.0,ಕೈ ಕೆಳಗೆ
soundly,0.9,0.0,ಉತ್ತಮವಾಗಿ
snappy,0.9,0.0,ಸಿಡುಕುವ
exquisite,0.9,0.0,ಸೊಗಸಾದ
reassure,0.9,0.0,ಧೈರ್ಯ
brilliances,0.9,0.0,ತೇಜಸ್ಸು
paramount,0.9,0.0,ಪ್ಯಾರಾಮೌಂಟ್
dextrous,0.9,0.0,ಡೆಕ್ಸ್ಟ್ರಸ್
lucidly,0.9,0.0,ಸ್ಪಷ್ಟವಾಗಿ
contrasty,0.9,0.0,ವ್ಯತಿರಿಕ್ತ
accomplishment,0.9,0.0,ಸಾಧನೆ
humorous,0.9,0.0,ಹಾಸ್ಯಮಯ
appropriate,0.9,0.0,ಸೂಕ್ತ
undisputably,0.9,0.0,ನಿರ್ವಿವಾದವಾಗಿ
clearly,0.9,0.0,ಸ್ಪಷ್ಟವಾಗಿ
admiringly,0.9,0.0,ಮೆಚ್ಚುಗೆಯಿಂದ
eventful,0.9,0.0,ಘಟನಾತ್ಮಕ
guidance,0.9,0.0,ಮಾರ್ಗದರ್ಶನ
hallowed,0.9,0.0,ಪವಿತ್ರ
liberate,0.9,0.0,ವಿಮೋಚನೆ
reclaim,0.9,0.0,ಪುನಃ ಪಡೆದುಕೊಳ್ಳಿ
outperform,0.9,0.0,ಮೀರಿಸು
valiant,0.9,0.0,ಧೀರ
magnanimously,0.9,0.0,ದೊಡ್ಡದಾಗಿ
upliftingly,0.9,0.0,ಉನ್ನತಿಗೇರಿಸುವಂತೆ
heaven,0.9,0.0,ಸ್ವರ್ಗ
robust,0.9,0.0,ದೃ ust ವಾದ
blameless,0.9,0.0,ನಿಷ್ಕಳಂಕ
spellbind,0.9,0.0,ಕಾಗುಣಿತ
meritorious,0.9,0.0,ಪ್ರಶಂಸನೀಯ
self-determination,0.9,0.0,ಸ್ವ-ನಿರ್ಣಯ
happiness,0.9,0.0,ಸಂತೋಷ
enjoyable,0.9,0.0,ಆಹ್ಲಾದಿಸಬಹುದಾದ
subsidizes,0.9,0.0,ಸಬ್ಸಿಡಿಗಳು
nurturing,0.9,0.0,ಪೋಷಣೆ
eminent,0.9,0.0,ಶ್ರೇಷ್ಠ
heavenly,0.9,0.0,ಸ್ವರ್ಗೀಯ
engrossing,0.9,0.0,ಮುಳುಗುವಿಕೆ
rich,0.9,0.0,ಶ್ರೀಮಂತ
humor,0.9,0.0,ಹಾಸ್ಯ
first-rate,0.9,0.0,ಮೊದಲ ದರ
unselfish,0.9,0.0,ನಿಸ್ವಾರ್ಥ
oasis,0.9,0.0,ಓಯಸಿಸ್
poised,0.9,0.0,ಪೋಯ್ಸ್ಡ್
kid-friendly,0.9,0.0,ಮಗು ಸ್ನೇಹಿ
harmonize,0.9,0.0,ಸಾಮರಸ್ಯ
vigilant,0.9,0.0,ಜಾಗರೂಕ
outwit,0.9,0.0,ಮೀರಿಸು
adoringly,0.9,0.0,ಆರಾಧ್ಯವಾಗಿ
quieter,0.9,0.0,ನಿಶ್ಯಬ್ದ
fondly,0.9,0.0,ಪ್ರೀತಿಯಿಂದ
instructive,0.9,0.0,ಬೋಧಪ್ರದ
complemented,0.9,0.0,ಪೂರಕವಾಗಿದೆ
all-around,0.9,0.0,ಸುತ್ತಮುತ್ತಲೂ
hallmarks,0.9,0.0,ಲಕ್ಷಣಗಳು
soundness,0.9,0.0,ಉತ್ತಮತೆ
dashing,0.9,0.0,ಡ್ಯಾಶಿಂಗ್
overtaken,0.9,0.0,ಹಿಂದಿಕ್ಕಿದೆ
grace,0.9,0.0,ಅನುಗ್ರಹ
advocate,0.9,0.0,ವಕೀಲ
fanfare,0.9,0.0,ಅಭಿಮಾನಿಗಳ ಸಂಖ್ಯೆ
jubilantly,0.9,0.0,ಸಂತೋಷದಿಂದ
praising,0.9,0.0,ಹೊಗಳಿಕೆ
tops,0.9,0.0,ಮೇಲ್ಭಾಗಗಳು
succeeds,0.9,0.0,ಯಶಸ್ವಿಯಾಗುತ್ತದೆ
astonished,0.9,0.0,ಆಶ್ಚರ್ಯಚಕಿತರಾದರು
danken,0.9,0.0,ಧನ್ಯವಾದ ತಿಳಿಸಲು
affection,0.9,0.0,ವಾತ್ಸಲ್ಯ
geeky,0.9,0.0,ಗೀಕಿ
hot,0.9,0.0,ಬಿಸಿ
advantageous,0.9,0.0,ಅನುಕೂಲಕರ
improve,0.9,0.0,ಸುಧಾರಿಸಿ
sweetheart,0.9,0.0,ಪ್ರಿಯತಮೆ
eloquence,0.9,0.0,ವಾಕ್ಚಾತುರ್ಯ
audibly,0.9,0.0,ಶ್ರವ್ಯವಾಗಿ
charmingly,0.9,0.0,ಆಕರ್ಷಕವಾಗಿ
incredibly,0.9,0.0,ನಂಬಲಾಗದಷ್ಟು
solicitous,0.9,0.0,ವಿಜ್ಞಾಪನೆ
well-made,0.9,0.0,ಚೆನ್ನಾಗಿ ಮಾಡಿದ
logical,0.9,0.0,ತಾರ್ಕಿಕ
zeal,0.9,0.0,ಹುರುಪು
thoughtfully,0.9,0.0,ಚಿಂತನಶೀಲವಾಗಿ
solid,0.9,0.0,ಘನ
deference,0.9,0.0,ಗೌರವ
intuitive,0.9,0.0,ಅರ್ಥಗರ್ಭಿತ
punctual,0.9,0.0,ಸಮಯಪ್ರಜ್ಞೆ
hallmark,0.9,0.0,ಮುದ್ರೆ
redeeming,0.9,0.0,ಉದ್ಧಾರ
safe,0.9,0.0,ಸುರಕ್ಷಿತ
excallent,0.9,0.0,ಉತ್ಕೃಷ್ಟ
fortune,0.9,0.0,ಅದೃಷ್ಟ
grin,0.9,0.0,ಗ್ರಿನ್
awesomeness,0.9,0.0,ಅದ್ಭುತ
succeeded,0.9,0.0,ಯಶಸ್ವಿಯಾಗಿದೆ
beckons,0.9,0.0,ಬೇಕನ್ಸ್
pamperedly,0.9,0.0,ಮುದ್ದು
appreciative,0.9,0.0,ಮೆಚ್ಚುಗೆ
thrilled,0.9,0.0,ರೋಮಾಂಚನ
loyal,0.9,0.0,ನಿಷ್ಠಾವಂತ
adventurous,0.9,0.0,ಸಾಹಸ
booming,0.9,0.0,ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿದೆ
renown,0.9,0.0,ಹೆಸರುವಾಸಿಯಾಗಿದೆ
dote,0.9,0.0,ವರದಕ್ಷಿಣೆ
reformed,0.9,0.0,ಸುಧಾರಿಸಲಾಗಿದೆ
excellently,0.9,0.0,ಅತ್ಯುತ್ತಮವಾಗಿ
fresh,0.9,0.0,ತಾಜಾ
exceedingly,0.9,0.0,ಹೆಚ್ಚು
undisputable,0.9,0.0,ನಿರ್ವಿವಾದ
distinctive,0.9,0.0,ವಿಶಿಷ್ಟ
hale,0.9,0.0,ಹೇಲ್
gloriously,0.9,0.0,ವೈಭವಯುತವಾಗಿ
elan,0.9,0.0,ಪ್ರಕಟಣೆ
stylized,0.9,0.0,ಶೈಲೀಕೃತ
sweeten,0.9,0.0,ಸಿಹಿಗೊಳಿಸಿ
alluring,0.9,0.0,ಆಕರ್ಷಕವಾಗಿ
fecilitous,0.9,0.0,ಫೆಸಿಲಿಟಸ್
overtaking,0.9,0.0,ಹಿಂದಿಕ್ಕುವುದು
saver,0.9,0.0,ಸೇವರ್
ftw,0.9,0.0,ftw
laudable,0.9,0.0,ಶ್ಲಾಘನೀಯ
euphoric,0.9,0.0,ಯೂಫೋರಿಕ್
impartially,0.9,0.0,ನಿಷ್ಪಕ್ಷಪಾತವಾಗಿ
lifesaver,0.9,0.0,ಲೈಫ್ ಸೇವರ್
simplest,0.9,0.0,ಸರಳ
excellency,0.9,0.0,ಶ್ರೇಷ್ಠತೆ
agility,0.9,0.0,ಚುರುಕುತನ
blessing,0.9,0.0,ಆಶೀರ್ವಾದ
winnable,0.9,0.0,ಗೆಲ್ಲಲು ಸಾಧ್ಯ
fair,0.9,0.0,ನ್ಯಾಯೋಚಿತ
monumentally,0.9,0.0,ಸ್ಮಾರಕವಾಗಿ
felicity,0.9,0.0,ಶುಭಾಶಯ
hottest,0.9,0.0,ಅತ್ಯಂತ
courtly,0.9,0.0,ನ್ಯಾಯಾಲಯ
headway,0.9,0.0,ಹೆಡ್ವೇ
bonuses,0.9,0.0,ಬೋನಸ್
best-known,0.9,0.0,ಸುಪರಿಚಿತವಾಗಿರುವ
significant,0.9,0.0,ಗಮನಾರ್ಹ
smoothes,0.9,0.0,ಸುಗಮಗೊಳಿಸುತ್ತದೆ
prettily,0.9,0.0,ಸುಂದರವಾಗಿ
affinity,0.9,0.0,ಸಂಬಂಧ
meaningful,0.9,0.0,ಅರ್ಥಪೂರ್ಣ
prosperous,0.9,0.0,ಶ್ರೀಮಂತ
ambitiously,0.9,0.0,ಮಹತ್ವಾಕಾಂಕ್ಷೆಯಿಂದ
versatility,0.9,0.0,ಬಹುಮುಖತೆ
lawfully,0.9,0.0,ಕಾನೂನುಬದ್ಧವಾಗಿ
resourceful,0.9,0.0,ತಾರಕ್
endearing,0.9,0.0,ಪ್ರೀತಿಯ
felicitate,0.9,0.0,ಒಳ್ಳೆಯದಾಗಲಿ
heartily,0.9,0.0,ಹೃತ್ಪೂರ್ವಕವಾಗಿ
admire,0.9,0.0,ಮೆಚ್ಚುಗೆ
suffices,0.9,0.0,ಸಾಕು
aspirations,0.9,0.0,ಆಕಾಂಕ್ಷೆಗಳು
infallibility,0.9,0.0,ದೋಷರಹಿತತೆ
surpass,0.9,0.0,ಮೀರಿಸು
delicious,0.9,0.0,ರುಚಿಕರವಾದ
complimentary,0.9,0.0,ಪೂರಕ
novelty,0.9,0.0,ನವೀನತೆ
coherence,0.9,0.0,ಸುಸಂಬದ್ಧತೆ
subsidized,0.9,0.0,ಸಬ್ಸಿಡಿ
surreal,0.9,0.0,ಅತಿವಾಸ್ತವಿಕವಾದ
spiritual,0.9,0.0,ಆಧ್ಯಾತ್ಮಿಕ
grandeur,0.9,0.0,ಶ್ರೇಷ್ಠತೆ
improving,0.9,0.0,ಸುಧಾರಿಸುವುದು
goodness,0.9,0.0,ಒಳ್ಳೆಯತನ
bonus,0.9,0.0,ಬೋನಸ್
amusing,0.9,0.0,ಮನರಂಜಿಸುವ
confident,0.9,0.0,ಆತ್ಮವಿಶ್ವಾಸ
felicitous,0.9,0.0,ಶುಭಾಶಯಗಳು
compactly,0.9,0.0,ಸಂಕ್ಷಿಪ್ತವಾಗಿ
trivially,0.9,0.0,ಕ್ಷುಲ್ಲಕವಾಗಿ
achievable,0.9,0.0,ಸಾಧಿಸಬಹುದಾದ
merrily,0.9,0.0,ಸಂತೋಷದಿಂದ
exhilarating,0.9,0.0,ಆಹ್ಲಾದಕರ
thrills,0.9,0.0,ರೋಚಕತೆ
tidy,0.9,0.0,ಅಚ್ಚುಕಟ್ಟಾದ
jubiliant,0.9,0.0,ಮಹೋತ್ಸವ
sensibly,0.9,0.0,ಸಂವೇದನಾಶೀಲವಾಗಿ
restructure,0.9,0.0,ಪುನರ್ರಚನೆ
miraculous,0.9,0.0,ಅದ್ಭುತ
glee,0.9,0.0,ಹಿಗ್ಗು
whoa,0.9,0.0,ಓಹ್
superb,0.9,0.0,ಅದ್ಭುತ
obsession,0.9,0.0,ಗೀಳು
joyfully,0.9,0.0,ಸಂತೋಷದಿಂದ
undisputed,0.9,0.0,ನಿರ್ವಿವಾದ
comely,0.9,0.0,ಸುಂದರ
gorgeous,0.9,0.0,ಬಹುಕಾಂತೀಯ
luckier,0.9,0.0,ಅದೃಷ್ಟಶಾಲಿ
worth,0.9,0.0,ಮೌಲ್ಯದ
beneficially,0.9,0.0,ಪ್ರಯೋಜನಕಾರಿಯಾಗಿ
user-replaceable,0.9,0.0,ಬಳಕೆದಾರ-ಬದಲಾಯಿಸಬಹುದಾದ
decent,0.9,0.0,ಸಭ್ಯ
blissfully,0.9,0.0,ಆನಂದದಿಂದ
salutary,0.9,0.0,ನಮಸ್ಕಾರ
commodious,0.9,0.0,ಸರಕು
stable,0.9,0.0,ಅಚಲವಾದ
scenic,0.9,0.0,ರಮಣೀಯ
unassailable,0.9,0.0,ಅಲಭ್ಯ
holy,0.9,0.0,ಪವಿತ್ರ
invincibility,0.9,0.0,ಅಜೇಯತೆ
enchant,0.9,0.0,ಮೋಡಿಮಾಡು
appealing,0.9,0.0,ಆಕರ್ಷಕವಾಗಿ
resolute,0.9,0.0,ದೃ ute ನಿಶ್ಚಯ
titillatingly,0.9,0.0,ಶೀರ್ಷಿಕೆಯೊಂದಿಗೆ
excellence,0.9,0.0,ಶ್ರೇಷ್ಠತೆ
perfect,0.9,0.0,ಪರಿಪೂರ್ಣ
revolutionized,0.9,0.0,ಕ್ರಾಂತಿಕಾರಿಯಾದ
exalted,0.9,0.0,ಉದಾತ್ತ
loves,0.9,0.0,ಪ್ರೀತಿಸುತ್ತಾನೆ
accolades,0.9,0.0,ಪುರಸ್ಕಾರಗಳು
delectable,0.9,0.0,ರುಚಿಕರವಾದ
wowed,0.9,0.0,ವಾಹ್
