Term,PosScore,NegScore,Marathi
trashed,0.0,-0.9,कचर्‍यात टाकला
repulsively,0.0,-0.9,तिरस्करणीयपणे
chaos,0.0,-0.9,अनागोंदी
hung,0.0,-0.9,स्तब्ध
despairing,0.0,-0.9,निराशा
lifeless,0.0,-0.9,निर्जीव
nauseatingly,0.0,-0.9,मळमळ
haggard,0.0,-0.9,हॅगार्ड
inglorious,0.0,-0.9,अनाकलनीय
delirium,0.0,-0.9,प्रलोभन
inaction,0.0,-0.9,निष्क्रियता
incessantly,0.0,-0.9,अविरतपणे
misses,0.0,-0.9,नाही
reject,0.0,-0.9,नाकारणे
dejection,0.0,-0.9,नकार
distrust,0.0,-0.9,अविश्वास
bruised,0.0,-0.9,जखम
spoil,0.0,-0.9,खराब करणे
fractiously,0.0,-0.9,fractiously
queer,0.0,-0.9,विचित्र
crowded,0.0,-0.9,गर्दी
fastuous,0.0,-0.9,वेगवान
torment,0.0,-0.9,छळ
spewing,0.0,-0.9,शब्दलेखन
atrophy,0.0,-0.9,शोष
inaccuracy,0.0,-0.9,अयोग्यता
viciousness,0.0,-0.9,दुष्टपणा
unwilling,0.0,-0.9,नको
injustice,0.0,-0.9,अन्याय
sty,0.0,-0.9,जानेवारी
importune,0.0,-0.9,हंगाम
hum,0.0,-0.9,नमस्कार
declines,0.0,-0.9,नकार
deteriorate,0.0,-0.9,खालावणे
fatique,0.0,-0.9,फॅटीक
gloomy,0.0,-0.9,खिन्न
beg,0.0,-0.9,भीक मागणे
domineer,0.0,-0.9,वर्चस्व
inappropriate,0.0,-0.9,अयोग्य
outlaw,0.0,-0.9,बंदी घालणे
irk,0.0,-0.9,शर्यत
perilously,0.0,-0.9,धोक्याने
grievances,0.0,-0.9,तक्रारी
shiver,0.0,-0.9,थरथरणे
tyrant,0.0,-0.9,जुलमी
idiocies,0.0,-0.9,मुर्खपणा
notoriously,0.0,-0.9,कुख्यात
incorrigibly,0.0,-0.9,अपरिवर्तनीयपणे
rival,0.0,-0.9,प्रतिस्पर्धी
vibrates,0.0,-0.9,कंप
downbeat,0.0,-0.9,धडधड
dismaying,0.0,-0.9,त्रासदायक
smug,0.0,-0.9,स्मग
blinding,0.0,-0.9,आंधळे करणे
dissemble,0.0,-0.9,एकत्र करणे
mortified,0.0,-0.9,विकृत
heedless,0.0,-0.9,निष्काळजी
scandalized,0.0,-0.9,घोटाळा
disaster,0.0,-0.9,आपत्ती
hawkish,0.0,-0.9,फेरीवाला
inveigle,0.0,-0.9,inveigle
wiles,0.0,-0.9,वाइल्स
overdone,0.0,-0.9,ओव्हरडोन
incomparable,0.0,-0.9,अतुलनीय
foulness,0.0,-0.9,गोंधळ
bumpy,0.0,-0.9,उबदार
collapse,0.0,-0.9,कोसळणे
contradictory,0.0,-0.9,विरोधाभास
absence,0.0,-0.9,अनुपस्थिती
implication,0.0,-0.9,निहितार्थ
dwindling,0.0,-0.9,कमी होत आहे
weary,0.0,-0.9,कंटाळा आला आहे
avariciously,0.0,-0.9,अस्वस्थपणे
crashing,0.0,-0.9,क्रॅशिंग
wretched,0.0,-0.9,वाईट
protesting,0.0,-0.9,निषेध
pathetically,0.0,-0.9,दयनीयपणे
procrastinate,0.0,-0.9,विलंब करणे
hairloss,0.0,-0.9,केशरचना
villify,0.0,-0.9,विलीफाई करणे
daunting,0.0,-0.9,भयानक
threat,0.0,-0.9,धोका
inadvisable,0.0,-0.9,अपरिहार्य
halfheartedly,0.0,-0.9,मनापासून
revengeful,0.0,-0.9,सूड घेणारा
ruts,0.0,-0.9,ruts
inconsiderately,0.0,-0.9,बेकायदेशीरपणे
aggressive,0.0,-0.9,आक्रमक
slanderously,0.0,-0.9,निंदा
infamy,0.0,-0.9,बदनामी
downturn,0.0,-0.9,मंदी
fevers,0.0,-0.9,फेव्हर
haughty,0.0,-0.9,गर्विष्ठ
anomaly,0.0,-0.9,विसंगती
impoverish,0.0,-0.9,गरीब
inimical,0.0,-0.9,अनाकलनीय
nasty,0.0,-0.9,ओंगळ
sob,0.0,-0.9,अंतर्गत
spoilled,0.0,-0.9,खराब झाले
conspiratorial,0.0,-0.9,षड्यंत्रवादी
crisis,0.0,-0.9,संकट
dismissive,0.0,-0.9,डिसमिसिव्ह
arbitrary,0.0,-0.9,मनमानी
recant,0.0,-0.9,पुन्हा सांगा
topple,0.0,-0.9,कोसळणे
discord,0.0,-0.9,मतभेद
brainwash,0.0,-0.9,ब्रेनवॉश
indoctrination,0.0,-0.9,indoctrination
grievously,0.0,-0.9,क्लेशपूर्वक
sloppily,0.0,-0.9,उतार
tramp,0.0,-0.9,ट्रॅम्प
obstinately,0.0,-0.9,आडवेपणाने
succumb,0.0,-0.9,आत्महत्या
unrelentingly,0.0,-0.9,निर्दयपणे
strenuous,0.0,-0.9,कठोर
water-down,0.0,-0.9,पाणी-खाली
dissapointed,0.0,-0.9,निराश
scummy,0.0,-0.9,भितीदायक
skeptic,0.0,-0.9,संशयी
aches,0.0,-0.9,वेदना
fleer,0.0,-0.9,फ्लायर
insatiable,0.0,-0.9,अतृप्त
tumultuous,0.0,-0.9,गोंधळ
falsify,0.0,-0.9,खोटे बोलणे
turbulent,0.0,-0.9,अशांत
uneasy,0.0,-0.9,अस्वस्थ
instigator,0.0,-0.9,चिथावणी देणारा
jeer,0.0,-0.9,वेळा
lousy,0.0,-0.9,अतिशय घाणेरडा
sickly,0.0,-0.9,आजारी
symptoms,0.0,-0.9,लक्षणे
despondent,0.0,-0.9,निराश
inoperable,0.0,-0.9,अक्षम्य
lecherous,0.0,-0.9,उच्छृंखल
compulsive,0.0,-0.9,अनिवार्य
disgust,0.0,-0.9,तिरस्कार
regreted,0.0,-0.9,पश्चाताप
stalls,0.0,-0.9,स्टॉल्स
unacceptablely,0.0,-0.9,न स्वीकारलेले
rattled,0.0,-0.9,खडखडाट
ostracize,0.0,-0.9,ostracize
swelling,0.0,-0.9,सूज
impulsively,0.0,-0.9,उत्कटतेने
pains,0.0,-0.9,वेदना
squeaky,0.0,-0.9,चिडखोर
wretch,0.0,-0.9,wretch
polluters,0.0,-0.9,प्रदूषक
depressing,0.0,-0.9,निराशाजनक
upheaval,0.0,-0.9,उलथापालथ
undercut,0.0,-0.9,अंडरकट
uproar,0.0,-0.9,गोंधळ
bulkier,0.0,-0.9,मोठ्या प्रमाणात
impose,0.0,-0.9,लादणे
overplay,0.0,-0.9,ओव्हरप्ले
guiltily,0.0,-0.9,निर्भयपणे
nightmare,0.0,-0.9,दुःस्वप्न
confront,0.0,-0.9,सामना
malevolence,0.0,-0.9,अत्याचार
disdainful,0.0,-0.9,तिरस्करणीय
midget,0.0,-0.9,मिजेट
allegations,0.0,-0.9,आरोप
bellicose,0.0,-0.9,बेलीकोज
hissing,0.0,-0.9,हिसिंग
disruptive,0.0,-0.9,विघटनकारी
emphatically,0.0,-0.9,ठामपणे
imprecision,0.0,-0.9,बेबनाव
brat,0.0,-0.9,ब्रॅट
immorally,0.0,-0.9,अनैतिक
conservative,0.0,-0.9,पुराणमतवादी
concerned,0.0,-0.9,संबंधित
devastates,0.0,-0.9,उद्ध्वस्त
limitation,0.0,-0.9,मर्यादा
poverty,0.0,-0.9,दारिद्र्य
expired,0.0,-0.9,कालबाह्य
dishonorable,0.0,-0.9,अप्रामाणिक
controversy,0.0,-0.9,विवाद
slog,0.0,-0.9,विजय
atrocity,0.0,-0.9,अत्याचार
dislocated,0.0,-0.9,अव्यवस्थित
belligerent,0.0,-0.9,लढाऊ
insouciance,0.0,-0.9,निश्चिंत
sidetracked,0.0,-0.9,sidetracked
embroil,0.0,-0.9,भरतकाम
ill-mannered,0.0,-0.9,दुर्दैव
insolence,0.0,-0.9,उच्छृंखलता
tumbles,0.0,-0.9,गोंधळ
worthlessness,0.0,-0.9,निरुपयोगी
flighty,0.0,-0.9,उडणारी
quibbles,0.0,-0.9,बडबड्या
runaway,0.0,-0.9,पळून जाणे
servitude,0.0,-0.9,गुलामगिरी
chatterbox,0.0,-0.9,बडबड
miserable,0.0,-0.9,दयनीय
tacky,0.0,-0.9,उबदार
malignant,0.0,-0.9,घातक
rebellious,0.0,-0.9,बंडखोर
subdued,0.0,-0.9,वश
fanatic,0.0,-0.9,धर्मांध
stole,0.0,-0.9,चोरले
ail,0.0,-0.9,पुन्हा
drop-out,0.0,-0.9,ड्रॉप-आउट
misjudgment,0.0,-0.9,चुकीचे मत
garish,0.0,-0.9,लहरी
inessential,0.0,-0.9,अनिवार्य
regrettable,0.0,-0.9,खेदजनक
bitch,0.0,-0.9,कुत्री
blaspheme,0.0,-0.9,निंदा
obscenely,0.0,-0.9,अश्लील
faltered,0.0,-0.9,गडबड
quitter,0.0,-0.9,सोडणे
rife,0.0,-0.9,कलह
disgracefully,0.0,-0.9,अपमानास्पद
exagerated,0.0,-0.9,अतिशयोक्तीपूर्ण
reluctantly,0.0,-0.9,अनिच्छेने
blasphemous,0.0,-0.9,निंदनीय
hedonistic,0.0,-0.9,हेडॉनिक
contradiction,0.0,-0.9,विरोधाभास
astray,0.0,-0.9,भ्रामक
rail,0.0,-0.9,रेल्वे
goon,0.0,-0.9,पुढे जा
regrettably,0.0,-0.9,दुर्दैवाने
smudged,0.0,-0.9,smudged
spitefulness,0.0,-0.9,उत्कटतेने
blister,0.0,-0.9,फोड
chasten,0.0,-0.9,chasten
disapointed,0.0,-0.9,निराश
disillusioned,0.0,-0.9,मोहभंग
flat-out,0.0,-0.9,फ्लॅट आउट
murderer,0.0,-0.9,खुनी
ridiculously,0.0,-0.9,हास्यास्पदरीतीने
hatred,0.0,-0.9,द्वेष
threatening,0.0,-0.9,धमकी देणे
lags,0.0,-0.9,lags
raving,0.0,-0.9,पागल
top-heavy,0.0,-0.9,अवजड
abnormal,0.0,-0.9,असामान्य
unfounded,0.0,-0.9,निराधार
uncomfy,0.0,-0.9,बिनधास्त
spilling,0.0,-0.9,गळती
hothead,0.0,-0.9,हॉटहेड
donside,0.0,-0.9,बेबनाव
wince,0.0,-0.9,डोळा
cruelness,0.0,-0.9,क्रूरता
apprehension,0.0,-0.9,भीती
smudges,0.0,-0.9,smudges
impedance,0.0,-0.9,प्रतिबाधा
coerce,0.0,-0.9,सक्ती
deviously,0.0,-0.9,कुटिलपणे
inept,0.0,-0.9,अयोग्य
bashing,0.0,-0.9,मारहाण
rash,0.0,-0.9,पुरळ
glut,0.0,-0.9,खादाड
vestiges,0.0,-0.9,राहते
concerns,0.0,-0.9,चिंता
contentious,0.0,-0.9,वादग्रस्त
conspirator,0.0,-0.9,षड्यंत्र करणारा
glibly,0.0,-0.9,चकाकी
shrew,0.0,-0.9,हुशार
illegal,0.0,-0.9,बेकायदेशीर
incredulously,0.0,-0.9,अविश्वसनीयपणे
viper,0.0,-0.9,सांप
obscenity,0.0,-0.9,अश्लीलता
antiquated,0.0,-0.9,पुरातन
reluctant,0.0,-0.9,अनिच्छुक
quash,0.0,-0.9,तुरुंग
murder,0.0,-0.9,खून
powerless,0.0,-0.9,शक्तीहीन
fascism,0.0,-0.9,फॅसिझम
timidness,0.0,-0.9,भीती
regression,0.0,-0.9,प्रतिरोध
vibration,0.0,-0.9,कंप
miff,0.0,-0.9,मिफ
inequalities,0.0,-0.9,असमानता
showdown,0.0,-0.9,शोडाउन
bombardment,0.0,-0.9,गोळीबार
startle,0.0,-0.9,चकित
vengeance,0.0,-0.9,सूड
creeping,0.0,-0.9,सततचा
stymied,0.0,-0.9,गोंधळलेला
insults,0.0,-0.9,अपमान
zealously,0.0,-0.9,उत्साहाने
impeach,0.0,-0.9,महाभियोग
violent,0.0,-0.9,हिंसक
protests,0.0,-0.9,निषेध
savagery,0.0,-0.9,क्रूरता
anti-,0.0,-0.9,विरोधी
cheaply,0.0,-0.9,स्वस्तपणे
glib,0.0,-0.9,ग्लिब
insurmountable,0.0,-0.9,दुर्गम
agonize,0.0,-0.9,व्यथित करणे
fruitlessly,0.0,-0.9,निष्फळ
stiflingly,0.0,-0.9,दमटपणाने
hardship,0.0,-0.9,दु: ख
wasted,0.0,-0.9,व्यर्थ
inconveniently,0.0,-0.9,गैरसोयीने
divisively,0.0,-0.9,विभक्तपणे
writhe,0.0,-0.9,लेखन
anti-us,0.0,-0.9,आम्हाला विरोधी
gallingly,0.0,-0.9,आनंदाने
inconceivably,0.0,-0.9,अकल्पनीयपणे
grouchy,0.0,-0.9,ग्रुची
crooks,0.0,-0.9,बदमाश
insolent,0.0,-0.9,उद्धट
wound,0.0,-0.9,जखमेच्या
conflict,0.0,-0.9,संघर्ष
unprove,0.0,-0.9,अप्रत्याशित
flaunt,0.0,-0.9,मूर्ख
miser,0.0,-0.9,पण
two-faced,0.0,-0.9,दुहेरी
mocked,0.0,-0.9,थट्टा केली
inordinate,0.0,-0.9,अत्यधिक
panick,0.0,-0.9,घाबरणे
smell,0.0,-0.9,गंध
thoughtless,0.0,-0.9,अविचारी
indecently,0.0,-0.9,अशोभनीयपणे
craftly,0.0,-0.9,कुशलतेने
rot,0.0,-0.9,लाल
stuffy,0.0,-0.9,चवदार
infidels,0.0,-0.9,काफिर
inhuman,0.0,-0.9,अमानुष
despair,0.0,-0.9,निराशा
dubitable,0.0,-0.9,संशयास्पद
explode,0.0,-0.9,एकदम बाहेर पडणे
objectionable,0.0,-0.9,आक्षेपार्ह
crass,0.0,-0.9,वेडा
hallucinate,0.0,-0.9,मतिभ्रम
failure,0.0,-0.9,अपयश
fumes,0.0,-0.9,धुके
warily,0.0,-0.9,युद्धात
displeased,0.0,-0.9,नाराज
shortsighted,0.0,-0.9,शॉर्टसाइट
unspeakablely,0.0,-0.9,अकल्पनीयपणे
uncompromising,0.0,-0.9,बिनधास्त
distastefully,0.0,-0.9,त्रासदायकपणे
liability,0.0,-0.9,उत्तरदायित्व
raked,0.0,-0.9,रेक
barren,0.0,-0.9,नापीक
presumptuously,0.0,-0.9,गर्विष्ठपणे
burning,0.0,-0.9,ज्वलंत
stranger,0.0,-0.9,अनोळखी
anxiety,0.0,-0.9,चिंता
craziness,0.0,-0.9,वेड
mispronounces,0.0,-0.9,चुकीचे अर्थ काढले
pollute,0.0,-0.9,प्रदूषित
devastating,0.0,-0.9,विनाशकारी
dropout,0.0,-0.9,ड्रॉपआउट
rampage,0.0,-0.9,बेफाम वागणे
bereavement,0.0,-0.9,शोक
suffering,0.0,-0.9,दु: ख
killjoy,0.0,-0.9,किलजॉय
hatefulness,0.0,-0.9,तिरस्कार
overpriced,0.0,-0.9,जास्त किंमत
senseless,0.0,-0.9,मूर्खपणाचा
shemale,0.0,-0.9,किन्नर
capitulate,0.0,-0.9,कॅपिटल
flaw,0.0,-0.9,दोष
imbroglio,0.0,-0.9,imbroglio
boil,0.0,-0.9,उकळणे
sleazy,0.0,-0.9,गोंधळलेला
morbid,0.0,-0.9,रोगी
disrespecting,0.0,-0.9,अनादर
superficiality,0.0,-0.9,वरवरचेपणा
obsolete,0.0,-0.9,अप्रचलित
disreputable,0.0,-0.9,न पटणारा
enrage,0.0,-0.9,संताप
wreak,0.0,-0.9,wreak
revert,0.0,-0.9,पूर्वस्थितीवर येणे
overacted,0.0,-0.9,ओव्हरक्रेटेड
letch,0.0,-0.9,लेच
torturous,0.0,-0.9,छळ करणारा
droop,0.0,-0.9,droop
suffered,0.0,-0.9,ग्रस्त
reviled,0.0,-0.9,अपमानित
delirious,0.0,-0.9,उत्साही
aspersions,0.0,-0.9,आकांक्षा
foolishness,0.0,-0.9,मूर्खपणा
ailment,0.0,-0.9,आजार
deceitful,0.0,-0.9,कपटी
exasperating,0.0,-0.9,निराश
frighten,0.0,-0.9,घाबरविणे
grieve,0.0,-0.9,दु: ख
convoluted,0.0,-0.9,गुंडाळले
restlessness,0.0,-0.9,अस्वस्थता
reticent,0.0,-0.9,मितभाषी
disavowal,0.0,-0.9,नाकारणे
unjustifiably,0.0,-0.9,बेशिस्तपणे
infested,0.0,-0.9,बाधित
inordinately,0.0,-0.9,अत्यधिक
decadence,0.0,-0.9,र्‍हास
excessive,0.0,-0.9,जास्त
dope,0.0,-0.9,डोप
exacerbate,0.0,-0.9,तीव्र करणे
forebodingly,0.0,-0.9,दुर्दैवाने
pretentious,0.0,-0.9,दिखाऊ
thirst,0.0,-0.9,तहान
goofy,0.0,-0.9,मूर्ख
uproot,0.0,-0.9,उपटणे
war-like,0.0,-0.9,युद्धासारखे
despise,0.0,-0.9,तिरस्कार करणे
rascal,0.0,-0.9,लबाडीचा
tangled,0.0,-0.9,गुंतागुंत
shrivel,0.0,-0.9,श्रीफळ
toll,0.0,-0.9,टोल
pedantic,0.0,-0.9,पेडंटिक
criticized,0.0,-0.9,टीका केली
agonies,0.0,-0.9,वेदना
plotters,0.0,-0.9,प्लॉटर्स
undid,0.0,-0.9,Undid
darkness,0.0,-0.9,अंधार
slogged,0.0,-0.9,घोषणा दिल्या
dump,0.0,-0.9,डंप
laconic,0.0,-0.9,लॅकोनिक
gainsay,0.0,-0.9,गेन्से
dodgey,0.0,-0.9,डॉजी
blockhead,0.0,-0.9,ब्लॉकहेड
fathomless,0.0,-0.9,अविचारी
overpaid,0.0,-0.9,जास्त पैसे
perversely,0.0,-0.9,विकृतपणे
measly,0.0,-0.9,उदास
disobey,0.0,-0.9,आज्ञा न मानणे
doddering,0.0,-0.9,बेबनाव
exhorbitant,0.0,-0.9,उत्साहवर्धक
racist,0.0,-0.9,वर्णद्वेषी
cruelly,0.0,-0.9,क्रूरपणे
gimmicking,0.0,-0.9,लबाडी
irresponsibly,0.0,-0.9,बेजबाबदारपणे
